,OBJECTID,PLANT_NAME,COUNTY,ONLINE_MW,FACILITY,GENERAL_FUEL,PRIMARY_FUEL,TECHNOLOGY,STATUS,TURBINE_MW,ONLINE_DATE,PLANT_CITY,PLANT_STATE,PLANT_ZIPC,RIVER_SYSTEM,STREAM_NAME,DEVELOPER,ELEVATION,location,latlons,lat,lon
988,1090,"ARCO - FEE ""A""",KERN,7.46,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,6/25/86,OILDALE,CA,93308,,,,234.57733149999999,OILDALE+CA,"[-119.0195452, 35.4196799]",35.4196799,-119.0195452
989,1091,"ARCO - FEE ""B""",KERN,3.73,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,4/28/87,OILDALE,CA,93308,,,,234.15043640000002,OILDALE+CA,"[-119.0195452, 35.4196799]",35.4196799,-119.0195452
990,1092,"ARCO - FEE ""C""",KERN,8.48,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,2/26/87,OILDALE,CA,93308,,,,233.48294069999997,OILDALE+CA,"[-119.0195452, 35.4196799]",35.4196799,-119.0195452
991,1094,KERN RIVER COGEN,KERN,300.0,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"1=75, 2=75, 3=75, 4=75",5/1/85,BAKERSFIELD,CA,93380,,,,185.6349792,BAKERSFIELD+CA,"[-119.0187125, 35.3732921]",35.3732921,-119.0187125
992,1095,DAI/OILDALE COGEN,KERN,31.02,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,11/30/89,OILDALE,CA,93308,,,,185.4423676,OILDALE+CA,"[-119.0195452, 35.4196799]",35.4196799,-119.0195452
993,1096,RIO BRAVO,KERN,14.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,5/18/89,BAKERSFIELD,CA,93302,KERN RIVER,KERN RIVER,OLCESE WATER DISTRICT,175.0014648,BAKERSFIELD+CA,"[-119.0187125, 35.3732921]",35.3732921,-119.0187125
994,1097,SOUTH BELRIDGE COGEN,KERN,60.0,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"1=21.45, 2=21.45, 3=21.45, A=3, B=3, C=3",1/1/85,MCKITTRICK,CA,93251,,,,202.12136840000002,MCKITTRICK+CA,"[-119.6226239, 35.3055201]",35.3055201,-119.6226239
995,1100,SYCAMORE COGEN,KERN,300.0,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,1/1/88,BAKERSFIELD,CA,93308,,,,143.598465,BAKERSFIELD+CA,"[-119.0187125, 35.3732921]",35.3732921,-119.0187125
996,1103,CAL RESOURCES - N. MIDWAY SUNSET,KERN,3.5,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,6/19/88,BAKERSFIELD,CA,93308,,,,143.85714719999999,BAKERSFIELD+CA,"[-119.0187125, 35.3732921]",35.3732921,-119.0187125
997,1104,BEAR MOUNTAIN LTD.,KERN,47.0,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,10/16/95,BAKERSFIELD,CA,93315,,,,255.68916319999997,BAKERSFIELD+CA,"[-119.0187125, 35.3732921]",35.3732921,-119.0187125
998,1105,OILDALE  COGEN,KERN,40.0,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,12/29/84,OILDALE,CA,93308,,,,135.6962585,OILDALE+CA,"[-119.0195452, 35.4196799]",35.4196799,-119.0195452
999,1106,FRITO-LAY,KERN,6.05,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,4/2/86,BAKERSFIELD,CA,93314,,,,92.26909640000001,BAKERSFIELD+CA,"[-119.0187125, 35.3732921]",35.3732921,-119.0187125
1000,1109,SEKR COGEN,KERN,27.6,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,1/31/89,BAKERSFIELD,CA,93308,,,,118.33513640000001,BAKERSFIELD+CA,"[-119.0187125, 35.3732921]",35.3732921,-119.0187125
1001,1112,CHEVRON CYMRIC,KERN,21.04,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,10/15/82,MCKITTRICK,CA,93251,,,,204.6862183,MCKITTRICK+CA,"[-119.6226239, 35.3055201]",35.3055201,-119.6226239
1002,1115,WELPORT PROJECT,KERN,3.8,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,1/27/90,MCKITTRICK,CA,93251,,,,230.03022769999998,MCKITTRICK+CA,"[-119.6226239, 35.3055201]",35.3055201,-119.6226239
1003,1121,MCKITTRICK COGEN,KERN,47.0,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,10/16/91,MCKITTRICK,CA,93251,,,,345.4788818,MCKITTRICK+CA,"[-119.6226239, 35.3055201]",35.3055201,-119.6226239
1004,1123,TEXACO - MCKITTRICK,KERN,9.86,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,10/1/94,MCKITTRICK,CA,93251,,,,361.1132507,MCKITTRICK+CA,"[-119.6226239, 35.3055201]",35.3055201,-119.6226239
1005,1128,STENNER CANYON,SAN LUIS OBISPO,0.78,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,6/6/85,SAN LUIS OBISPO,CA,93405,,,,112.77355190000002,SAN LUIS OBISPO+CA,"[-120.6596156, 35.2827524]",35.2827524,-120.6596156
1006,1131,OCCIDENTAL OF ELK HILLS INC.,KERN,46.6,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,11/2/94,TUPMAN,CA,93268,,,,410.1368408,TUPMAN+CA,"[-119.3512247, 35.2980185]",35.2980185,-119.3512247
1007,1132,NORTH MIDWAY,KERN,10.74,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,10/1/87,MCKITTRICK,CA,93251,,,,434.92532350000005,MCKITTRICK+CA,"[-119.6226239, 35.3055201]",35.3055201,-119.6226239
1008,1134,MIDSUN,KERN,26.0,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,4/1/89,FELLOWS,CA,93224,,,,517.6740112,FELLOWS+CA,"[-119.5412328, 35.1785779]",35.1785779,-119.5412328
1009,1136,MIDWAY-SUNSET COGEN,KERN,234.0,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"1=78, 2=78, 3=78",5/1/89,FELLOWS,CA,93224,,,,550.4093627999999,FELLOWS+CA,"[-119.5412328, 35.1785779]",35.1785779,-119.5412328
1010,1138,DOME PROJECT,KERN,6.0,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,"#1 = / 3.032
#2 = / 3.032",9/2/88,FELLOWS,CA,93224,,,,357.1593323,FELLOWS+CA,"[-119.5412328, 35.1785779]",35.1785779,-119.5412328
1011,1139,ARCO OXFORD,KERN,5.2,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,9/19/84,FELLOWS,CA,93224,,,,473.34811399999995,FELLOWS+CA,"[-119.5412328, 35.1785779]",35.1785779,-119.5412328
1012,1142,MIDSET COGEN,KERN,39.1,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,3/16/89,TAFT,CA,93224,,,,414.0030823,TAFT+CA,"[-119.4565078, 35.1424671]",35.1424671,-119.4565078
1013,1150,CHEVRON - TAFT,KERN,10.0,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,7/26/82,TAFT,CA,93268,,,,509.7020874,TAFT+CA,"[-119.4565078, 35.1424671]",35.1424671,-119.4565078
1014,1151,SEGS VIII,SAN BERNARDINO,92.0,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,12/29/89,HINKLEY,CA,92347,,,,624.987854,HINKLEY+CA,"[-117.1993469, 34.9344769]",34.9344769,-117.1993469
1015,1152,M.H. WHITTIER CAL,KERN,0.5,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,10/6/86,TAFT,CA,93268,,,,511.9446716,TAFT+CA,"[-119.4565078, 35.1424671]",35.1424671,-119.4565078
1016,1153,"CABAZON POWER PARTNERS, LLC",RIVERSIDE,41.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.67,10/1/02,CABAZON,CA,92230,,,,1525.3970947,CABAZON+CA,"[-116.7872399, 33.9175154]",33.9175154,-116.7872399
1017,1154,MOGUL ENERGY CORP.,KERN,4.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,6/24/82,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1018,1155,WINDSONG,KERN,2.4,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,12/28/82,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1019,1156,CTV POWER PURCHASE CONTRACT TRUST,KERN,4.5,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,4/22/86,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1020,1157,CORAM ENERGY LLC (ECT),KERN,7.5,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,12/1/83,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1021,1158,"ZOND SYSTEMS, INC. - 6039",KERN,6.24,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,2/1/84,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1022,1159,"ZOND SYSTEMS, INC. - 6040",KERN,6.93,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,9/1/84,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1023,1160,"ZOND SYSTEMS, INC. - 6041",KERN,6.02,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,12/1/84,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1024,1161,"ZOND SYSTEMS, INC. - 6042",KERN,6.77,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,10/17/85,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1025,1162,"ZOND SYSTEMS, INC. - 6043",KERN,17.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,11/13/85,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1026,1163,"ZOND SYSTEMS, INC. - 6044",KERN,22.5,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,12/5/85,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1027,1164,CORAM ENERGY LLC,KERN,3.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,12/6/85,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1028,1165,WIND RESOURCE I,KERN,8.71,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.065,12/30/84,TEHACHAPI,CA,93581,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1029,1166,"WINDRIDGE, INC.",KERN,2.73,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,6/1/85,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1030,1167,SKY RIVER LLC,KERN,76.9,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.225,7/22/91,TEHACHAPI,CA,93561,,,SKY RIVER PARTNERSHIP/ GE WIND ENERGY,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1031,1168,"TERRA-GEN 251 WIND, LLC",KERN,16.5,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,1/1/87,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1032,1172,"AES TEHACHAPI WIND, LLC. (NORTHWIND)",KERN,6.32,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,10/24/86,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1033,1173,WIND RESOURCE II,KERN,22.4,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.1,12/30/83,TEHACHAPI,CA,93561,,,,1525.3970947,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1034,1177,SEGS IX,SAN BERNARDINO,92.0,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,10/11/90,HINKLEY,CA,92347,,HARPER DRY LAKE,,636.4730225,HINKLEY+CA,"[-117.1993469, 34.9344769]",34.9344769,-117.1993469
1035,1181,MOJAVE COGEN,KERN,55.0,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,6/13/90,EDWARDS,CA,93523,,,,738.1221924,EDWARDS+CA,"[-117.8912085, 34.9240314]",34.9240314,-117.8912085
1036,1182,BERRY PETROLEUM CO.,KERN,18.4,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,1/1/86,TAFT,CA,93268,,,,382.61904910000004,TAFT+CA,"[-119.4565078, 35.1424671]",35.1424671,-119.4565078
1037,1183,VICTORY GARDEN PHASE IV,KERN,22.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.23,5/1/90,TEHACHAPI,CA,93581,,,ZOND SYSTEMS INC.,1091.0234375,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1038,1185,BORON,KERN,42.0,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,6/1/84,EDWARDS,CA,93523,,,,733.880249,EDWARDS+CA,"[-117.8912085, 34.9240314]",34.9240314,-117.8912085
1039,1187,CHALK CLIFF COGEN,KERN,47.0,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,"CNG OWNS 12.0 MW
DOMINION OWNS 23.0 MW
DESTEC OWNS 12.0 MW",6/1/90,MARICOPA,CA,93252,,,,308.2599792,MARICOPA+CA,"[-119.4009509, 35.058858]",35.058858,-119.4009509
1040,1189,BERRY COGEN - MIDWAY SUNSET,KERN,37.2,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,1/1/86,TAFT,CA,93268,,,,363.89572139999996,TAFT+CA,"[-119.4565078, 35.1424671]",35.1424671,-119.4565078
1041,1190,SEGS VI,SAN BERNARDINO,35.0,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,12/25/88,BORON,CA,93516,,,,763.7650757,BORON+CA,"[-117.6497822, 34.9994202]",34.9994202,-117.6497822
1042,1191,VICTORY GARDEN WIND FARM,KERN,17.6,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.067,12/1/81,TEHACHAPI,CA,93561,,,,1114.3050537000001,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
1043,1192,SEGS V,SAN BERNARDINO,34.2,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,9/29/87,BORON,CA,93516,,,,758.6599731000001,BORON+CA,"[-117.6497822, 34.9994202]",34.9994202,-117.6497822
1044,1194,SEGS VII,SAN BERNARDINO,35.0,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,12/29/88,BORON,CA,93516,,,,760.1331787,BORON+CA,"[-117.6497822, 34.9994202]",34.9994202,-117.6497822
1045,1196,SEGS IV,SAN BERNARDINO,34.2,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,12/23/86,BORON,CA,93516,,,,754.3168335,BORON+CA,"[-117.6497822, 34.9994202]",34.9994202,-117.6497822
1046,1197,SEGS III,SAN BERNARDINO,34.2,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,12/18/86,BORON,CA,93516,,,,752.8250122000001,BORON+CA,"[-117.6497822, 34.9994202]",34.9994202,-117.6497822
1047,1199,"ESI ENERGY, INC. - 6091",KERN,11.9,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,12/31/85,MOJAVE,CA,93501,,,,1084.6179199,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
1048,1200,"RIDGETOP ENERGY, LLC",KERN,29.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,1/1/88,MOJAVE,CA,93501,,,,1084.6179199,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
1049,1201,RIDGETOP ENERGY LLC II,KERN,46.8,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.66,1/1/81,MOJAVE,CA,93501,,,,1084.6179199,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
1050,1202,TEHACHAPI  POWER PURCHASE TRUST,KERN,28.7,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.28,9/1/86,MOJAVE,CA,93501,,,,1084.6179199,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
1051,1203,"ESI ENERGY, INC. - 6057",KERN,33.6,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,11/17/84,MOJAVE,CA,93501,,,,1084.6179199,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
1052,1204,"WINDLAND, INC.",KERN,16.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.27,12/27/85,MOJAVE,CA,93501,,,,1084.6179199,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
1053,1205,"MOJAVE 3, 4, 5",KERN,75.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.25,8/17/90,MOJAVE,CA,93501,,,,1084.6179199,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
1054,1206,"MOJAVE 16, 17, 18",KERN,85.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.26,12/1/89,MOJAVE,CA,93501,,,,1084.6179199,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
1055,1207,OAK CREEK ENERGY SYSTEMS,KERN,34.5,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.43,2/1/82,MOJAVE,CA,93501,,,,1084.6179199,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
1056,1214,KOCH CALIFORNIA LTD.,SAN LUIS OBISPO,0.3,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,2/12/85,NIPOMO,CA,93444,,,,96.8345795,NIPOMO+CA,"[-120.4759986, 35.0427547]",35.0427547,-120.4759986
1057,1215,WESTERN ROCK PRODUCTS,SAN BERNARDINO,0.25,WTE,BIOMASS,BIOMASS,BIOMASS RENEWABLE ENERGY,OPERATIONAL,,4/1/87,NEWBERRY SPRINGS,CA,92635,,,,547.3006592,NEWBERRY SPRINGS+CA,"[-116.6883644, 34.8272104]",34.8272104,-116.6883644
1058,1219,RIMROCK VILLAGE PARTERSHIP,SAN BERNARDINO,0.12,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,11/1/89,BARSTOW,CA,92311,,,,671.5548096,BARSTOW+CA,"[-117.0172826, 34.8957957]",34.8957957,-117.0172826
1059,1221,SEGS I,SAN BERNARDINO,13.8,SOLAR,SOLAR,PHOTOVOLTAIC,"PARABOLIC TROUGH & WIND TURBINE, SOLAR THERMAL",OPERATIONAL,,12/20/84,DAGGETT,CA,92327,,,,592.5258789,DAGGETT+CA,"[-116.888092, 34.8633187]",34.8633187,-116.888092
1060,1226,SEGS II,SAN BERNARDINO,30.0,SOLAR,SOLAR,PHOTOVOLTAIC,PARABOLIC TROUGH,OPERATIONAL,,12/31/85,DAGGETT,CA,92327,,,,592.3583374,DAGGETT+CA,"[-116.888092, 34.8633187]",34.8633187,-116.888092
1061,1230,SANTA MARIA COGEN,SANTA BARBARA,9.5,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,6/21/89,SANTA MARIA,CA,93458,,,,61.0977554,SANTA MARIA+CA,"[-120.4357191, 34.9530337]",34.9530337,-120.4357191
1062,1248,TXI RIVERSIDE CEMENT,SAN BERNARDINO,24.0,COAL,COAL,COAL,"COAL GASSIFICATION, COAL FIRED BOTTOMING CYCLE",OPERATIONAL,,6/8/79,ORO GRANDE,CA,92368,,,,808.8253784,ORO GRANDE+CA,"[-117.3342743, 34.598816]",34.598816,-117.3342743
1063,1256,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,0.14,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,1/1/07,VICTORVILLE,CA,92392,,,,876.387207,VICTORVILLE+CA,"[-117.2911565, 34.5361067]",34.5361067,-117.2911565
1064,1262,PITCHESS COGEN,LOS ANGELES,28.76,OIL/GAS,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,,7/14/88,CASTAIC,CA,91350,,,,376.9177551,CASTAIC+CA,"[-118.6256552, 34.4890363]",34.4890363,-118.6256552
1065,1264,PETROMINERALS CORP.,LOS ANGELES,0.5,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,6/24/86,SAUGUS,CA,91350,,,,373.1156921,SAUGUS+CA,"[-118.540556, 34.413889]",34.413889,-118.540556
1066,1267,SANTA YNEZ,SANTA BARBARA,49.8,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE/TOPPING CYCLE,OPERATIONAL,,12/1/83,SANTA BARBARA,CA,93117,,,,77.9231415,SANTA BARBARA+CA,"[-119.6981901, 34.4208305]",34.4208305,-119.6981901
1067,1268,MM TAJIGUAS ENERGY LLC,SANTA BARBARA,3.05,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,,8/5/00,GAVIOA,CA,93117,,,,43.2312279,GAVIOA+CA,"[-120.2148716, 34.4716558]",34.4716558,-120.2148716
1068,1269,CO. SAN. DIST. 32 OF LA CO.  - VALENCIA,LOS ANGELES,0.5,WTE,DIGESTER GAS,DIGESTER GAS,DIGESTER GAS/MUNICIPAL,OPERATIONAL,,9/22/87,VALENCIA,CA,91355,,,,322.5656128,VALENCIA+CA,"[-118.5642291, 34.3898162]",34.3898162,-118.5642291
1069,1270,GAVIOTA,SANTA BARBARA,17.5,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,1-5=3.5 EACH,12/15/87,GOLETA,CA,93117,,,,59.42307660000001,GOLETA+CA,"[-119.8276389, 34.4358294]",34.4358294,-119.8276389
1070,1274,SANTA BARBARA COUNTY JAIL,SANTA BARBARA,0.2,OIL/GAS,OIL/GAS,NATURAL GAS,"FUEL CELL, WASTEHEAT RECOVERY",OPERATIONAL,,1/15/94,GOLETA,CA,93030,,,,28.230293300000003,GOLETA+CA,"[-119.8276389, 34.4358294]",34.4358294,-119.8276389
1071,1276,HENRY MAYO NEWHALL MEMORIAL HOSP.,LOS ANGELES,0.45,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,2/23/87,VALENCIA,CA,91355,,,,383.35650630000004,VALENCIA+CA,"[-118.5642291, 34.3898162]",34.3898162,-118.5642291
1072,1280,PLACERITA UNIT I,LOS ANGELES,21.76,OIL/GAS,OIL/GAS,NATURAL GAS,"INTERNAL COMBUSTION, TOPPING CYCLE",OPERATIONAL,,12/1/85,NEWHALL,CA,91321,,,,486.6455994,NEWHALL+CA,"[-118.530556, 34.383889]",34.383889,-118.530556
1073,1281,PLACERITA UNIT II,LOS ANGELES,21.76,OIL/GAS,OIL/GAS,NATURAL GAS,"INTERNAL COMBUSTION, TOPPING CYCLE",OPERATIONAL,,12/1/85,NEWHALL,CA,91321,,,,486.75344850000005,NEWHALL+CA,"[-118.530556, 34.383889]",34.383889,-118.530556
1074,1287,UCSB FUEL CELL,SANTA BARBARA,0.2,OIL/GAS,OIL/GAS,NATURAL GAS,"FUEL CELL, WASTEHEAT RECOVERY",OPERATIONAL,,8/10/12,SANTA BARBARA,CA,93106,,,SOUTHERN CALIFORNIA EDISON,16.6419334,SANTA BARBARA+CA,"[-119.6981901, 34.4208305]",34.4208305,-119.6981901
1075,1291,UNOCAL RINCON COGEN,VENTURA,3.5,OIL/GAS,OIL/GAS,NATURAL GAS,"STEAM TURBINE, ENHANCED OIL RECOVERY",OPERATIONAL,,2/20/92,VENTURA,CA,93001,,,,181.60437009999998,VENTURA+CA,"[-119.2290316, 34.274646]",34.274646,-119.2290316
1076,1295,MICRO UTILITY - LAKE ARROWHEAD HILTON,SAN BERNARDINO,0.28,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,9/13/88,LAKE ARROWHEAD,CA,92352,,,,1562.4846191,LAKE ARROWHEAD+CA,"[-117.1892078, 34.2483396]",34.2483396,-117.1892078
1077,1303,MCANALLY EGG RANCH,SAN BERNARDINO,0.12,OIL/GAS,OIL/GAS,NATURAL GAS,NATURAL GAS,OPERATIONAL,,1/1/94,YUCAIPA,CA,92374,,,,1568.3791504,YUCAIPA+CA,"[-117.0430865, 34.033625]",34.033625,-117.0430865
1078,1307,MM LOPEZ  ENERGY LLC,LOS ANGELES,6.06,WTE,MSW,MSW,RECIPROCATING ENGINE,OPERATIONAL,,1/1/99,LAKE VIEW TERRACE,CA,91342,,,,560.2874756,LAKE VIEW TERRACE+CA,"[-118.3611912, 34.2763908]",34.2763908,-118.3611912
1079,1309,VINTAGE PETROLEUM,VENTURA,3.5,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE/TOPPING CYCLE,OPERATIONAL,,3/11/80,VENTURA,CA,93003,,,,331.97241210000004,VENTURA+CA,"[-119.2290316, 34.274646]",34.274646,-119.2290316
1080,1313,JM LEATHERS,IMPERIAL,35.8,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,,11/1/89,CALIPATRIA,CA,92233,,,MAGMA POWER COMPANY,574.8218383999999,CALIPATRIA+CA,"[-115.5141538, 33.1255957]",33.1255957,-115.5141538
