,0,1,annualAverage
688,-86.397222,39.931111,3.84
689,-85.8895551,38.2869276,4.07
690,-87.3347575,40.222719700000006,3.88
691,-86.0549863,39.480605499999996,3.9
692,-86.2627772,40.9472635,3.63
693,-87.5791287,38.3338249,4.13
694,-85.684578,40.473060499999995,3.66
695,-85.1,40.408333,4.01
696,-84.9127396,41.53366159999999,3.82
697,-85.84862360000002,39.824991499999996,3.86
698,-84.80444399999998,39.258055999999996,4.08
699,-86.54006740000001,39.8064942,3.9
700,-85.35496499999998,39.9704844,3.78
701,-87.37557029999998,39.9161499,3.7
702,-85.49747599999998,40.8831011,3.59
703,-86.05296039999998,38.8794321,4.03
704,-86.93110940000001,38.391441799999996,3.71
705,-85.02334599999998,40.446528799999996,3.65
706,-86.58999999999997,40.279444,4.0
707,-85.684578,38.9914998,3.98
708,-86.13446970000001,39.46377929999999,3.96
709,-86.62501390000001,41.295875099999996,4.1
710,-85.84862360000002,41.2864679,3.6
711,-85.4166467,41.641717,3.57
712,-87.30161319999998,41.4897279,3.68
713,-86.7227195,41.611143,3.59
714,-86.0252612,39.8386516,4.02
715,-85.37995769999998,38.735893299999994,3.77
716,-85.6591442,40.5583739,3.89
717,-87.18779010000002,39.8480969,3.62
718,-86.8220341,38.693785600000005,4.04
719,-86.1064885,40.614051399999994,3.65
720,-84.93691109999999,40.7450468,4.0
721,-87.0461181,38.66254929999999,3.85
722,-86.3376761,39.51168089999999,3.95
723,-87.42075179999998,40.9703076,3.74
724,-84.82607490000001,40.4694904,3.59
725,-84.9609464,38.941725899999994,4.0
726,-85.29916700000001,39.584167,4.04
727,-86.8220341,39.3603429,3.98
728,-87.14228949999998,39.69929459999999,3.92
729,-86.6611083,38.015904299999995,4.08
730,-86.481944,40.124167,4.09
731,-87.07419949999998,41.615593700000005,3.63
732,-87.89424509999998,38.0020359,4.16
733,-86.8220341,40.9957383,3.66
734,-86.8220341,39.690996999999996,3.93
735,-84.97580040000001,40.266155299999994,3.7
736,-85.23084140000002,39.0986811,3.97
737,-85.52002399999998,39.6481768,3.86
738,-85.80833299999998,38.4,3.59
739,-85.556389,41.741667,4.03
740,-87.3479261,41.1953592,3.91
741,-86.7625058,39.286711700000005,4.09
742,-86.6207943,41.271561600000005,3.64
743,-84.98175400000001,41.6115471,3.56
744,-87.40585250000001,39.0953199,4.05
745,-85.0649071,38.841939399999994,3.98
746,-86.11493580000001,41.2089559,3.77
747,-86.04109799999998,40.2822598,3.74
748,-84.8984775,39.6637751,3.84
749,-87.5791287,38.0806099,4.14
750,-87.48020679999998,39.8512139,3.98
751,-87.53731499999998,39.286121,4.0
752,-85.8205411,40.797821,3.61
753,-85.4271952,40.6828226,3.87
754,-87.2618328,38.073670299999996,4.1
755,-87.172789,38.65921520000001,4.07
756,-84.98175400000001,39.831882,3.78
757,-85.18940450000001,40.7778348,3.6
758,-86.9824288,40.6765551,3.72
759,-85.52002399999998,41.1136133,3.6
760,-94.6433504,41.50043,4.36
761,-94.68637820000001,41.065206599999996,4.43
762,-91.443469,43.243075399999995,3.94
763,-92.8577105,40.680610200000004,4.3
764,-94.9324868,41.718042100000005,4.37
765,-94.35829090000001,40.703324200000004,4.01
766,-92.3813621,42.447804,4.0
767,-93.88022729999999,42.059704700000005,4.26
768,-92.39490440000002,42.7733139,3.98
769,-91.2468285,41.76501939999999,3.98
770,-95.1432068,42.67054520000001,4.32
771,-92.8577105,42.7502186,4.0
772,-95.89528790000001,41.6316573,4.33
773,-94.8672793,42.0655986,4.36
774,-91.3457144,42.194721,4.37
775,-92.525745,41.2122326,3.97
776,-93.2029675,43.154318599999996,4.01
777,-95.5515431,42.74964129999999,4.36
778,-92.495182,43.0338635,3.94
779,-93.78415030000001,41.01778360000001,4.32
780,-95.1432068,43.136803799999996,4.27
781,-91.1473518,42.903875899999996,3.96
782,-90.1887379,41.8444735,3.92
783,-95.3102505,42.034686,4.37
784,-93.2413191,41.224996600000004,4.28
785,-92.3813621,40.6913838,4.26
786,-93.8338346,40.7419443,4.34
787,-91.3454214,42.4752682,3.96
788,-93.6091064,41.600544799999994,4.09
789,-95.1849219,43.4049388,4.24
790,-90.6645718,42.5005583,3.9
791,-94.68637820000001,43.34943,4.2
792,-91.8021071,42.84192549999999,3.98
793,-92.7363031,43.1277502,3.97
794,-93.3388917,42.737236100000004,4.06
795,-92.43546479999999,41.212511600000006,4.49
796,-92.8024158,42.8958066,4.33
797,-92.8577105,42.436950599999996,4.05
798,-94.47997600000001,41.7530909,4.34
799,-92.9034876,41.1699246,4.18
800,-95.3633591,41.3901703,4.08
801,-91.4843083,43.080258799999996,4.11
802,-95.8142885,41.6933855,4.42
803,-91.5983959,41.028360299999996,4.12
804,-92.3813621,43.381949600000006,3.9
805,-94.2152402,42.7208047,4.23
806,-95.4777811,42.3418685,4.37
807,-92.0665197,41.6624604,4.05
808,-90.5257823,42.1560699,3.89
809,-93.0175712,41.6414924,4.19
810,-94.37742320000001,42.017245700000004,4.16
811,-91.5983959,41.6698982,4.01
812,-91.135302,42.1516737,3.91
813,-91.39639659999999,40.404473100000004,4.13
814,-91.1345917,41.0105906,4.17
815,-91.443469,40.70686630000001,4.16
816,-91.6760691,42.0659844,3.97
817,-91.2891036,41.19330009999999,4.04
818,-93.4599348,41.02749910000001,4.28
819,-96.1526985,43.3954333,4.33
820,-93.9878427,41.292236700000004,4.3
821,-92.69838680000001,41.32958800000001,4.2
822,-91.5968958,42.033279,4.24
823,-92.9375739,42.0407088,4.13
824,-95.64579509999999,41.0624496,4.45
825,-92.8668621,43.321636299999994,3.94
826,-91.3893041,43.0516494,4.43
827,-93.10381290000001,41.5208256,4.26
828,-95.2027748,43.4407966,4.4
829,-91.0432051,41.424473,4.03
830,-95.64579509999999,43.1131245,4.33
831,-93.766759,41.034261799999996,4.3
832,-95.1432068,40.763509899999995,4.47
833,-94.645035,43.1580878,4.22
834,-93.12159240000001,43.2446852,4.41
835,-94.6691467,42.7355299,4.28
836,-93.5003454,41.6278423,4.23
837,-95.4777811,41.3911501,4.41
838,-92.539603,41.6530119,4.14
839,-94.315422,40.797381099999996,4.41
840,-95.1432068,42.3573517,4.36
841,-91.7654411,42.7019277,4.0
842,-95.45028,41.51610170000001,4.38
843,-96.1526985,43.08699360000001,4.38
844,-93.5003454,42.1040438,4.22
845,-92.576753,41.96273920000001,4.07
846,-94.645035,40.78460689999999,4.46
847,-93.0646468,42.245540500000004,4.4
848,-90.3648525,42.084466799999994,4.2
849,-91.18542729999999,41.18141929999999,4.21
850,-93.5003454,41.30805489999999,4.27
851,-91.6916417,41.30140770000001,4.06
852,-93.3388917,40.6677356,4.31
853,-92.1690689,41.4383427,4.27
854,-93.6623239,43.3481922,4.06
855,-91.9099238,43.2362611,3.92
856,-95.98325770000001,42.3166158,4.41
857,-93.3388917,43.358068599999996,3.99
858,-92.5260229,41.2491766,4.13
859,-96.1697173,38.6561191,4.7
860,-95.3102505,38.280932799999995,4.69
861,-95.1216356,39.5630521,4.61
862,-94.648571,37.5678243,5.57
863,-98.76514820000001,38.3613844,5.43
864,-94.8105955,37.7957092,4.65
865,-95.4777811,39.770047,4.6
866,-96.8350999,37.8649441,5.04
867,-98.34951109999999,38.355011,4.98
868,-96.1766559,37.0203354,4.92
869,-94.8088504,37.3458874,4.66
870,-101.7979613,39.7877848,5.84
871,-99.8124935,37.315889500000004,5.8
872,-97.17902600000001,39.34791999999999,4.99
873,-97.6982272,39.4795571,5.05
874,-95.8142885,38.2570639,4.73
875,-99.2785583,37.189454299999994,5.72
876,-96.9209135,37.266023499999996,5.06
877,-98.034058,38.514301,4.65
878,-100.5296115,39.74803680000001,5.57
879,-97.17902600000001,38.85059770000001,5.0
880,-95.080556,39.641667,4.55
881,-95.2684437,38.9107835,4.63
882,-99.2785583,37.865958,5.65
883,-96.1526985,37.3936365,4.91
884,-99.56066690000002,38.9380662,5.5
885,-98.2281126,38.730564799999996,5.28
886,-100.8903099,38.0625252,5.92
887,-99.75401590000001,37.6361315,5.81
888,-95.3102505,38.616591299999996,4.64
889,-96.7922355,38.9984685,4.94
890,-100.48776629999999,38.9590176,5.79
891,-99.8124935,39.319830200000006,5.57
892,-98.3336698,39.11861939999999,6.09
893,-100.439656,37.6840811,5.9
894,-95.1269156,38.3666861,6.11
895,-96.1526985,37.9025905,4.89
896,-96.1641647,37.979470500000005,6.18
897,-98.0258945,37.28668629999999,5.35
898,-97.3516558,38.0025215,5.1
899,-100.8903099,37.5588285,5.99
900,-99.9912254,38.1429747,5.75
901,-95.8142885,39.4241422,4.71
902,-95.3102505,39.2827652,4.64
903,-98.153661,39.671399,5.16
904,-101.7506777,37.5703377,4.59
905,-101.25237920000001,38.0281402,6.07
906,-98.11367340000001,37.64584910000001,5.34
907,-98.4853539,37.017249299999996,5.7
908,-95.1835788,37.2306195,4.72
909,-95.0821916,38.439739200000005,5.84
910,-94.9224637,39.3111112,4.61
911,-98.1476965,39.040329299999996,5.22
912,-97.0841918,39.6800019,4.64
913,-99.5703854,39.661674600000005,5.89
914,-96.1526985,38.4078037,4.86
915,-97.6642087,38.3708415,5.14
916,-97.01724499999999,38.348349299999995,5.03
917,-96.4929797,39.717719,4.81
918,-100.34014559999999,37.285579600000005,5.93
919,-94.8105955,38.638168900000004,4.61
920,-98.0997779,38.3838988,5.16
921,-95.8142885,37.240253,4.8
922,-96.663812,38.714483200000004,4.96
923,-101.7979613,37.1333387,6.31
924,-95.98325770000001,39.745107700000005,4.71
925,-95.3102505,37.604568799999996,4.69
926,-99.9912254,38.4769509,5.71
927,-99.8915113,39.8338946,5.47
928,-95.64579509999999,38.6009003,4.74
929,-98.6947949,39.438899299999996,5.32
930,-95.2686366,38.615768,5.1
931,-99.2785583,38.2017581,5.6
932,-99.3673084,39.766638,5.4
933,-96.32260720000001,39.3976344,4.82
934,-98.7375911,37.6439071,5.54
935,-101.07117579999999,39.8600904,5.71
936,-95.1199698,39.05111309999999,5.28
937,-97.8217096,39.9236213,4.99
938,-97.5555928,39.5722226,5.31
939,-96.8308436,39.29888529999999,4.89
940,-99.2785583,39.363850899999996,5.44
941,-99.2785583,38.535896799999996,5.56
942,-98.8598061,38.8952893,5.37
943,-97.6982272,38.817485299999994,5.11
944,-100.8903099,38.562531,5.91
945,-97.42254100000001,37.916678399999995,5.12
946,-98.79481070000001,38.177791299999996,6.04
947,-94.7151865,39.02284849999999,4.73
948,-100.439656,39.3470831,5.69
949,-101.7979613,39.29821889999999,5.92
950,-98.7481167,39.7333849,5.31
951,-98.6006375,37.9622371,5.47
952,-95.0544126,38.543346899999996,6.23
953,-101.25237920000001,37.186894,6.16
954,-97.61142170000001,37.2236052,5.15
955,-101.07117579999999,39.370288200000005,5.8
956,-99.8124935,38.9900316,5.64
957,-96.346111,39.146111,4.84
958,-101.5915562,38.9113982,6.01
959,-97.0508605,39.8180592,4.92
960,-97.336111,37.688889,6.01
961,-98.47534370000001,38.825010600000006,4.76
962,-95.8142885,37.919785299999994,4.76
963,-94.76915859999998,39.0986811,4.59
964,-85.31362179999998,37.076403000000006,3.98
965,-82.7279705,37.61004570000001,4.09
966,-84.98175400000001,37.998647999999996,4.02
967,-89.0179332,37.0359869,4.26
968,-85.84862360000002,36.9676836,4.09
969,-82.9112719,37.24259960000001,3.92
970,-83.63484299999998,36.741122,3.87
971,-84.7315563,38.99405720000001,3.99
972,-84.2278796,38.217075200000004,3.98
973,-82.6915429,38.3833265,3.86
974,-84.8150781,37.6526034,4.0
975,-84.05902900000002,38.7117016,3.95
976,-83.33618799999998,37.53596160000001,3.84
977,-86.4592091,37.798200200000004,4.09
978,-85.684578,37.9842107,4.0
979,-84.36965939999997,38.7864569,4.1
980,-87.89424509999998,37.150101899999996,4.18
981,-88.28504199999998,36.6402766,4.19
982,-84.3962535,38.8951891,3.95
983,-84.027427,38.31201970000001,4.25
984,-85.0649071,38.6748355,3.98
985,-83.1207313,38.428968299999994,3.91
986,-84.8984775,37.3157449,3.99
987,-87.460397,36.841058600000004,4.13
988,-84.14351359999998,37.959945000000005,3.93
989,-87.82001590000002,37.4767119,3.85
990,-88.9933965,36.6672813,4.0
991,-84.6052206,38.7828437,4.21
992,-82.9884955,36.9781475,3.99
993,-87.10237459999998,37.7307984,4.12
994,-86.21584969999998,37.1941682,4.07
995,-83.12200740000002,38.1575088,3.91
996,-82.8187717,37.457043799999994,3.9
997,-84.4802606,38.06064780000001,3.98
998,-83.67739279999998,38.3987633,3.94
999,-82.7778579,37.5455463,3.78
1000,-86.57721769999998,36.722263,4.05
1001,-88.87422590000001,36.5042277,4.28
1002,-84.87763919999998,38.7295069,3.97
1003,-84.56414699999998,37.6413234,3.94
1004,-84.64791240000001,38.656524499999996,3.99
1005,-88.71089640000001,36.688772799999995,4.22
1006,-82.94850229999999,38.3325812,4.1
1007,-85.56121,37.2570117,4.02
1008,-82.83016769999998,38.5731349,3.91
1009,-86.761749,37.8280909,4.11
1010,-88.29531340000001,36.7647773,4.06
1011,-83.321848,36.843144099999996,3.85
1012,-84.35420490000001,38.4333045,3.98
1013,-85.84862360000002,37.3101304,4.06
1014,-87.59001339999998,37.83615379999999,4.14
1015,-85.14793639999998,38.4268385,4.04
1016,-89.18617909999998,36.571172100000005,4.24
1017,-87.5791287,37.3153093,4.15
1018,-83.38351349999998,37.55314570000001,3.9
1019,-85.64348700000002,38.1938097,4.02
1020,-84.56414699999998,37.895573,3.95
1021,-82.8640623,37.8048335,3.83
1022,-84.45605069999998,38.8683985,3.99
1023,-82.99316069999998,37.3461117,3.78
1024,-83.88970570000001,36.926057799999995,3.86
1025,-85.7256372,37.5189552,4.01
1026,-84.1857115,37.0693489,3.88
1027,-82.7778579,38.05267500000001,3.84
1028,-83.7199136,37.599443,3.88
1029,-83.37893890000001,37.0698286,3.82
1030,-82.95905069999999,37.1450963,3.78
1031,-83.37893890000001,38.5079686,3.94
1032,-84.64791240000001,37.47512639999999,3.98
1033,-84.2149339,37.2978634,4.21
1034,-86.86218269999998,36.869834000000004,4.11
1035,-88.0900762,37.0247261,4.2
1036,-88.71089640000001,37.03306070000001,4.23
1037,-84.4802606,36.6973499,3.91
1038,-87.2618328,37.5644352,4.11
1039,-84.31212640000001,37.714300099999996,3.92
1040,-83.03613759999998,37.730554999999995,3.85
1041,-88.08113490000001,37.3328286,3.97
1042,-88.4016041,36.8573767,4.2
1043,-82.752659,37.5728764,3.75
1044,-84.58522090000001,38.5761806,3.95
1045,-86.21584969999998,37.9601502,4.07
1046,-83.63484299999998,37.9335368,3.89
1047,-84.8984775,37.825860299999995,4.0
1048,-85.64348700000002,37.0032438,4.05
1049,-85.7256372,36.7484915,4.06
1050,-83.88970570000001,38.0314578,3.92
1051,-84.3988272,38.6028489,3.89
1052,-87.14228949999998,37.17725009999999,4.1
1053,-85.47880649999998,37.764745500000004,3.98
1054,-84.05902900000002,38.37676250000001,3.97
1055,-86.8220341,37.510852299999996,4.1
1056,-85.47880649999998,38.3560025,4.05
1057,-84.6021872,38.5048121,3.99
1058,-83.7199136,37.4294933,3.86
1059,-85.3035678,38.46228789999999,3.96
1060,-83.2077645,37.3160706,3.8
1061,-82.4752757,37.4842087,3.73
1062,-83.8260884,37.838064700000004,3.89
1063,-84.63883259999999,37.2089669,3.95
1064,-84.03788940000001,38.5224338,3.97
1065,-87.98724440000001,36.89977409999999,3.93
1066,-83.46435509999998,38.177068,3.91
1067,-82.6976631,38.517302799999996,3.99
1068,-84.56414699999998,38.3172361,4.02
1069,-85.23084140000002,38.1778076,4.05
1070,-86.6207943,36.777201399999996,4.11
1071,-85.31362179999998,38.0123167,4.0
1072,-85.31362179999998,37.332884,3.97
1073,-87.14228949999998,36.833863799999996,4.1
1074,-87.77633329999998,36.84736420000001,4.18
1075,-84.73577630000003,37.01201939999999,4.03
1076,-84.68050099999998,38.9458951,4.17
1077,-86.49965460000001,36.98860429999999,4.09
1078,-83.8085332,38.61590770000001,4.0
1079,-84.8567932,36.7571907,3.95
1080,-86.3388635,37.88895300000001,4.17
1081,-84.1857115,36.726335,3.88
1082,-83.46435509999998,37.75508689999999,3.87
1083,-84.7315563,38.0721662,4.01
1084,-92.3813621,30.2297347,4.4
1085,-93.288333,31.835278000000002,4.31
1086,-90.9438468,30.2017295,4.36
1087,-91.09694,29.9232544,4.38
1088,-92.0665197,30.971182399999996,4.41
1089,-93.3388917,30.7611484,4.3
1090,-92.9804374,32.3568222,4.39
1091,-93.6623239,32.7551322,4.4
1092,-93.9737925,32.7565316,4.45
1093,-92.7115348,31.0896313,4.31
1094,-92.0665197,32.0669717,4.44
1095,-93.3251535,29.79772119999999,4.51
1096,-91.708889,30.214444,4.44
1097,-92.1918032,32.515977899999996,4.4
1098,-91.637215,31.4808983,4.49
1099,-93.6623239,32.0310567,4.42
1100,-91.09694,30.5693593,4.37
1101,-91.2506002,32.757092300000004,4.51
1102,-91.0203224,30.845894800000003,4.37
1103,-92.5706934,30.2624271,4.36
1104,-91.5015002,29.796039899999997,4.45
1105,-92.9484868,30.7885279,4.41
1106,-91.607696,29.9306724,4.56
1107,-91.40482490000001,30.2899179,4.41
1108,-91.2176087,30.837403600000002,4.4
1109,-90.1531298,29.96603709999999,4.59
1110,-92.8178291,30.267234600000002,4.37
1111,-92.0198427,30.2240897,4.4
1112,-90.5257823,29.6952295,4.54
1113,-92.2236667,31.7002461,4.42
1114,-92.69838680000001,32.598888,4.4
1115,-90.74787370000001,30.502134499999997,4.41
1116,-91.2891036,32.4401578,4.5
1117,-91.75388170000001,32.796224,4.47
1118,-93.0862749,31.7607195,4.39
1119,-89.8879304,30.112687400000002,4.53
1120,-92.2236667,32.427185200000004,4.43
1121,-89.4742177,29.324004499999997,4.77
1122,-91.5983959,30.6102166,4.42
1123,-92.58680950000002,31.3635131,4.37
1124,-93.3792057,32.084294899999996,4.4
1125,-91.7928402,32.3887281,4.44
1126,-93.5003454,31.489325199999996,4.41
1127,-89.858902,29.867314399999998,4.68
1128,-90.7209236,29.753265399999997,4.48
1129,-90.6773046,30.802186600000002,4.36
1130,-90.8308712,29.9828316,4.34
1131,-90.4879916,30.111833100000002,4.47
1132,-92.0665197,30.603653499999997,4.39
1133,-91.75388170000001,30.2395901,4.42
1134,-91.443469,29.502976,4.57
1135,-89.9253233,30.4357418,4.55
1136,-90.5120391,30.8760151,4.46
1137,-91.2891036,32.077218,4.5
1138,-90.75328090000001,29.2299682,4.66
1139,-92.3813621,32.785910200000004,4.43
1140,-92.3813621,29.8601413,4.54
1141,-92.5715364,32.3887633,4.32
1142,-92.057063,30.616307300000003,4.39
1143,-93.3388917,32.764135499999995,4.38
1144,-91.3276422,30.4751202,4.4
1145,-91.48214820000001,32.7545792,4.5
1146,-91.40482490000001,30.842312300000003,4.41
1147,-92.6586401,31.91961239999999,4.41
1148,-70.17070369999999,44.19124160000001,3.98
1149,-68.4766064,46.819941,3.99
1150,-70.25852049999999,43.796572999999995,4.06
1151,-68.23160539999999,44.587487700000004,3.76
1152,-68.2537463,44.529135700000005,3.99
1153,-69.7038278,44.4499153,3.93
1154,-69.21337489999999,44.517294,3.93
1155,-68.50500059999999,45.362230100000005,4.0
1156,-70.4931557,44.1317459,3.78
1157,-68.8178022,44.4455184,3.98
1158,-69.3375071,45.70498569999999,3.95
1159,-69.7825531,43.8171265,4.03
1160,-69.9999212,45.5913402,3.82
1161,-69.07614830000001,44.5125736,3.98
1162,-69.36765759999999,44.2735583,3.95
1163,-70.64825809999999,43.161748300000006,4.09
1164,-78.61149990000001,39.6255251,3.73
1165,-76.5488232,38.9530109,4.13
1166,-76.6121893,39.2903848,4.04
1167,-76.50257420000001,38.494950300000006,4.21
1168,-75.8533954,38.9105018,4.19
1169,-77.0564464,39.542341799999996,3.99
1170,-75.94632399999998,39.5739403,4.06
1171,-77.10249019999998,38.522178100000005,4.25
1172,-76.17837390000003,38.4152819,4.28
1173,-77.41054090000002,39.41426879999999,4.02
1174,-79.29021329999998,39.568124299999994,3.6
1175,-76.36372850000001,39.5838964,4.06
1176,-76.96430600000001,39.287346299999996,4.12
1177,-76.1319953,39.2713804,4.13
1178,-77.2405153,39.154742600000006,4.23
1179,-76.8720961,38.78492110000001,4.18
1180,-76.1319953,39.02635720000001,4.17
1181,-76.36372850000001,38.1060259,4.27
1182,-77.09608929999999,38.9659438,4.37
1183,-76.1319953,38.7803973,4.22
1184,-77.719993,39.641762,3.89
1185,-75.66735600000001,38.3941813,4.25
1186,-75.4344727,38.1584227,4.29
1187,-76.6121893,39.2903848,4.08
1188,-70.3002024,41.7003208,3.71
1189,-73.1821623,42.311782,3.67
1190,-71.1448516,41.7938406,3.8
1191,-70.66926550000001,41.4039539,3.77
1192,-70.78293149999999,42.63195820000001,3.82
1193,-71.396725,42.083431299999994,3.71
1194,-72.4134167,42.0639841,3.74
1195,-72.6624209,42.3471357,3.71
1196,-71.2874209,42.467206,3.81
1197,-70.099451,41.2834704,3.69
1198,-71.3250563,42.1195426,3.77
1199,-70.66726209999999,41.958445700000006,3.76
1200,-71.0504229,42.352286600000006,3.78
1201,-71.8022934,42.262593200000005,3.78
1202,-83.44301180000001,44.793339,3.92
1203,-84.1208666,44.12562570000001,3.69
1204,-85.8553031,42.5291989,3.61
1205,-83.43275279999999,45.0616794,3.89
1206,-85.1769095,44.973044099999996,3.7
1207,-83.8580446,44.0055756,3.81
1208,-88.4890193,46.778543299999995,3.93
1209,-85.35496499999998,42.5354321,3.61
1210,-84.01674229999998,43.710973200000005,3.67
1211,-86.03712639999998,44.645845,3.8
1212,-86.7416374,42.032074200000004,3.47
1213,-86.10165730000001,43.9505671,3.54
1214,-85.02334599999998,42.2073905,3.59
1215,-86.0121573,41.929915799999996,3.57
1216,-85.25840040000001,45.318063200000005,3.77
1217,-84.4744795,45.64695630000001,3.82
1218,-84.59320939999998,46.311708200000005,3.92
1219,-84.7686281,43.8194703,3.73
1220,-82.9195514,42.586888200000004,3.62
1221,-84.68974949999998,44.6524316,3.84
1222,-84.6620322,42.726577500000005,3.98
1223,-87.8616098,45.960139399999996,3.99
1224,-84.7733325,42.588649600000004,3.61
1225,-84.9769067,45.6418969,3.76
1226,-83.6135572,43.09351470000001,3.61
1227,-84.48640069999998,43.9808549,3.75
1228,-89.92147399999998,46.4392785,3.95
1229,-85.52002399999998,44.687984,3.73
1230,-84.68974949999998,43.2836505,3.63
1231,-84.6305101,41.9200472,3.56
1232,-88.5694182,47.12113309999999,3.94
1233,-82.4846115,45.0522366,3.52
1234,-84.35420490000001,42.6468943,3.61
1235,-85.07111739999998,42.9872547,3.62
1236,-83.63862259999998,44.3340462,3.88
1237,-88.49027779999999,46.2758153,4.0
1238,-84.8567932,43.598799,3.66
1239,-84.40134619999998,42.245869,3.6
1240,-85.5872286,42.291706899999994,3.59
1241,-85.175833,44.734167,3.74
1242,-85.52002399999998,43.0097027,3.65
1243,-88.0490907,47.3400149,3.87
1244,-85.005307,43.8519677,3.75
1245,-83.31883409999998,43.051416100000004,3.57
1246,-86.07336339999998,45.082122600000005,3.62
1247,-84.01674229999998,41.8433859,3.58
1248,-83.8473015,42.6207951,3.62
1249,-85.513329,46.582751200000004,3.84
1250,-84.6275658,45.86831289999999,4.02
1251,-82.95909379999998,42.7008652,3.57
1252,-86.324253,44.2444473,3.73
1253,-87.39559539999998,46.547582500000004,3.9
1254,-84.4435845,42.5792027,3.71
1255,-85.22642320000001,43.6203054,3.65
1256,-87.61427370000001,45.10776269999999,4.03
1257,-84.24721159999999,43.6155825,3.68
1258,-85.02334599999998,44.366621,3.71
1259,-83.3977101,41.9164343,3.58
1260,-85.18940450000001,43.3057341,3.62
1261,-84.14254770000001,45.16820180000001,3.92
1262,-86.24839209999998,43.234181299999996,3.68
1263,-85.80005059999998,43.4197429,3.7
1264,-83.1434573,42.7561109,3.6
1265,-86.28950520000001,43.643476,3.71
1266,-84.1857115,44.327074100000004,3.84
1267,-89.31403019999998,46.871052500000005,3.86
1268,-85.35496499999998,43.92572790000001,3.68
1269,-83.33080090000001,44.4202933,3.92
1270,-85.69640600000001,42.4605904,3.82
1271,-86.09373120000001,42.95302299999999,3.66
1272,-83.47692500000002,45.3041817,3.84
1273,-84.5919682,44.49835039999999,3.8
1274,-83.9508068,43.419469899999996,3.65
1275,-82.486024,42.8208653,3.55
1276,-86.484167,42.098056,3.56
1277,-82.7347142,43.406904100000006,3.49
1278,-85.63777759999998,42.11421070000001,3.89
1279,-84.1857115,42.949754,3.63
1280,-83.6571828,43.326413,3.61
1281,-83.4838244,42.2203171,3.57
1282,-83.8473015,42.307649299999994,3.61
1283,-83.3863214,42.2814269,3.6
1284,-85.52002399999998,44.387157,3.73
1285,-93.7102493,46.533012899999996,4.08
1286,-93.3871758,45.19774279999999,4.09
1287,-93.87650759999998,45.3936545,4.08
1288,-96.530344,47.542468400000004,4.0
1289,-93.9732855,45.7211058,4.07
1290,-96.4724,45.4932045,4.25
1291,-94.1023906,43.6375818,4.08
1292,-94.645035,44.22943789999999,4.14
1293,-92.42488270000001,46.6640011,4.09
1294,-93.62544040000002,44.76339429999999,4.08
1295,-94.2309171,47.2144536,4.06
1296,-95.55564100000001,45.052004100000005,4.25
1297,-92.9550305,45.524828,4.02
1298,-96.4257589,46.878186,4.09
1299,-94.0488721,45.4194099,4.06
1300,-92.6896184,47.85241810000001,4.09
1301,-95.6737122,44.6088607,4.23
1302,-94.2924998,46.2799671,4.08
1303,-91.36050350000001,43.91357989999999,4.02
1304,-92.8577105,43.984288899999996,3.98
1305,-92.57388900000001,44.108056,4.1
1306,-93.268827,44.2949636,4.11
1307,-92.2682204,43.74857490000001,3.89
1308,-93.5641078,43.76579,4.02
1309,-92.6238028,44.4005221,3.96
1310,-92.9104908,45.084410999999996,4.18
1311,-93.5094574,45.0208911,4.09
1312,-91.56847640000001,43.7632995,3.92
1313,-95.0102983,46.836625399999996,4.11
1314,-93.2476091,45.4894008,4.06
1315,-93.5683651,47.5507924,4.08
1316,-94.9886022,43.620791499999996,4.25
1317,-93.2883531,45.9329034,4.06
1318,-94.93138890000002,45.13194439999999,4.16
1319,-96.865445,48.7563083,3.94
1320,-93.648322,48.1816012,4.05
1321,-95.9061427,45.000514,4.26
1322,-91.49646390000001,47.5964304,4.11
1323,-94.9265474,48.694385499999996,3.92
1324,-93.908889,44.465833,4.04
1325,-96.32260720000001,44.4507066,4.34
1326,-95.8987139,44.3981292,4.3
1327,-94.315422,44.8440016,4.13
1328,-95.96553840000001,47.31727490000001,4.03
1329,-95.7911916,44.448423,3.92
1330,-94.47997600000001,43.6266807,4.18
1331,-94.51505429999999,45.1353179,4.14
1332,-93.6605345,46.2529828,4.04
1333,-94.052545,45.984647499999994,4.09
1334,-92.69838680000001,43.6824988,3.96
1335,-95.8142885,44.0243398,4.31
1336,-94.1874633,44.2760774,4.09
1337,-95.8142885,43.71969319999999,4.31
1338,-96.53130920000001,47.3416805,3.99
1339,-92.3813621,43.995179,3.89
1340,-95.89359830000001,46.518943500000006,4.09
1341,-94.4799693,47.4835642,3.89
1342,-92.8070708,46.098308700000004,4.1
1343,-96.31281170000001,43.9985815,4.35
1344,-96.41705340000001,47.6635085,3.95
1345,-95.43637170000001,45.547225700000006,4.13
1346,-93.45,45.2611,4.08
1347,-95.0169401,47.876346000000005,3.89
1348,-95.3102505,44.3516109,4.2
1349,-95.21167309999998,44.789126399999994,4.17
1350,-94.22232829999999,45.7529003,4.03
1351,-96.32260720000001,43.6927003,4.33
1352,-95.762766,48.846092600000006,3.93
1353,-92.3623921,47.7395106,4.03
1354,-93.5407909,44.683407200000005,4.04
1355,-93.7298983,45.4644612,4.1
1356,-94.1513764,44.5502089,4.11
1357,-94.5865603,45.584479200000004,4.1
1358,-93.1779659,43.9758523,4.03
1359,-95.9522178,45.521511800000006,4.23
