OBJECTID,PLANT_NAME,COUNTY,ONLINE_MW,FACILITY,GENERAL_FUEL,PRIMARY_FUEL,TECHNOLOGY,STATUS,TURBINE_MW,ONLINE_DATE,PLANT_CITY,PLANT_STATE,PLANT_ZIPC,RIVER_SYSTEM,STREAM_NAME,DEVELOPER,ELEVATION
178,BROWNS VALLEY ID,YUBA,1.00,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,6/29/84,BROWNS VALLEY,CA,95918,YUBA RIVER,"DRY CREEK,  YUBA RIVER, MERLE COLLINS RERSERVOIR",BROWNS VALLEY IRRIGATION DISTRICT,329.3398132
181,DEER CREEK,NEVADA,5.50,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,5/1/08,NEVADA CITY,CA,95959,BEAR  RIVER,"SOUTH YUBA CANAL, YUBA RIVER, 3 MI E OF SCOTTS FLAT RES.",PACIFIC GAS & ELECTRIC,1102.1318359
182,SCOTTS FLAT,NEVADA,0.85,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,#1 = /1.0,12/14/84,NEVADA CITY,CA,95959,YUBA RIVER,"DEER CREEK, YUBA RIVER, SCOTTS FLAT RESERVOIR",NEVADA IRRIGATION DISTRICT,893.5968018
183,KINGS BEACH,PLACER,16.20,OIL/GAS,OIL/GAS,DIESEL,INTERNAL COMBUSTION ENGINE,OPERATIONAL,"#1 = 2.8
#2 = 2.8
#3 = 2.8
#4 = 2.8
#5 = 2.8
#6 = 2.8",1/1/69,KINGS BEACH,CA,96143,,,,1934.7819824
184,DRUM 1,PLACER,55.50,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=13, 2=12, 3=14, 4=16.5",11/26/13,ALTA,CA,95701,SOUTH YUBA,"DRUM CANAL, BEAR RIVER",PACIFIC GAS & ELECTRIC,1033.3297119
185,DRUM 2,PLACER,49.50,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,12/18/65,ALTA,CA,95701,SOUTH YUBA,"DRUM CANAL, BEAR RIVER",PACIFIC GAS & ELECTRIC,1033.3297119
186,NARROWS 2,YUBA,46.80,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,12/1/70,DOBBINS,CA,95935,YUBA RIVER,YUBA RIVER,YUBA COUNTY WATER AGENCY,90.7491837
187,NARROWS 1,NEVADA,67.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=12, 2=55",12/1/43,SMARTVILLE,CA,95977,YUBA RIVER,"YUBA RIVER, SOUTH OF ENGLEBRIGHT LAKE",PACIFIC GAS & ELECTRIC,111.7873459
189,DUTCH FLAT 1,PLACER,22.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,3/29/43,ALTA,CA,95701,SOUTH YUBA,"DUTCH FLAT CANAL, BEAR RIVER",PACIFIC GAS & ELECTRIC,828.7701416
190,ALTA,PLACER,2.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=1, 2=1",1/1/02,ALTA,CA,95701,BEAR RIVER,"TOWEL CANAL, LOW BEAR RIVER, LITTLE BEAR",PACIFIC GAS & ELECTRIC,1095.6193848
191,DUTCH FLAT 2,NEVADA,27.30,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,11/1/65,DUTCH FLAT,CA,95714,SOUTH YUBA,"DUTCH FLAT CANAL, BEAR RIVER",NEVADA IRRIGATION DISTRICT,847.9236450
192,LAKE MENDOCINO,MENDOCINO,3.50,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,"1=1, 2=2.5",3/1/87,UKIAH,CA,94582,RUSSIAN RIVER,EAST FORK RUSSIAN RIVER,CITY OF UKIAH,195.4544067
193,CHICAGO PARK,NEVADA,44.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,11/1/65,COLFAX,CA,95713,SOUTH YUBA,"CHICAGO PARK FLM, BEAR RIVER",NEVADA IRRIGATION DISTRICT,699.5349121
195,ROLLINS,NEVADA,13.50,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=5.85, 2=7.161",8/1/80,COLFAX,CA,95713,BEAR RIVER,"BEAR RIVER, ROLLINGS RESERVOIR",NEVADA IRRIGATION DISTRICT,597.8896484
201,FEATHER RIVER ENERGY CENTER,SUTTER,48.10,OIL/GAS,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,,12/1/02,YUBA CITY,CA,95991,,,,16.0006580
202,LAKE COUNTY SANITATION DISTRICT SOLAR FARM,LAKE,2.20,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,12/1/08,LAKEPORT,CA,95453,,,SUNPOWER,428.9649963
204,FRENCH MEADOWS,PLACER,15.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,10/1/66,FORESTHILL,CA,95631,AMERICAN RIVER,"RUBICON RIVER, FRENCH MEADOWS RESERVOIR",PLACER COUNTY WATER AGENCY,1408.7572022
205,OSTROM ROAD,YUBA,1.60,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,,1/1/11,WHEATLAND,CA,95692,,,,37.6436768
206,HELL HOLE,PLACER,0.73,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,4/30/83,FORESTHILL,CA,95631,RUBICON RIVER,RUBICON RIVER,PLACER COUNTY WATER AGENCY,1300.7830811
208,CAMP FAR WEST,PLACER,6.80,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,2/1/85,WHEATLAND,CA,95652,BEAR RIVER,"BEAR RIVER,  CAMP FAR WEST RESERVOIR",SOUTH SUTTER WATER DISTRICT,58.4818115
210,SUTTER POWER PROJECT,SUTTER,578.00,OIL/GAS,OIL/GAS,NATURAL GAS,"GAS FIRED, COMBINED CYCLE",OPERATIONAL,"1=185, 2=185, 3=191",7/2/01,YUBA CITY,CA,95993,,,CALPINE CORPORATION,11.9984751
213,SOUTH SUTTER,SUTTER,0.40,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,7/17/85,SHERIDAN,CA,95674,BEAR RIVER,"CONVEYANCE CANAL, BEAR RIVER",SOUTH SUTTER WATER DISTRICT,45.2187576
214,MIDDLE FORK,PLACER,116.00,HYDROELECTRIC,HYDRO,WATER,"HYDRO, WATER TURBINE",OPERATIONAL,"1=61, 2=55",10/1/66,FORESTHILL,CA,95631,AMERICAN RIVER,"MIDDLE FORK MOKELUMNE RIVER, MIDDLE FORK OF AMERICAN RIVER",PLACER COUNTY WATER AGENCY,771.0955200
215,COMBIE NORTH,NEVADA,0.33,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,3/24/88,MEADOW VISTA,CA,95722,BEAR RIVER,"COMBIE NORTH AQUEDUCT,  BEAR RIVER, LAKE COMBIE",NEVADA IRRIGATION DISTRICT,476.9625244
216,COMBIE SOUTH,PLACER,1.50,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=.5, 2=.5, 3=.5",4/26/84,PLACER CITY,CA,95603,BEAR RIVER,BEAR RIVER,NEVADA IRRIGATION DISTRICT,466.4940491
217,OXBOW,PLACER,6.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,10/1/66,FORESTHILL,CA,95631,AMERICAN RIVER,MIDDLE FORK AMERICAN RIVER,PLACER COUNTY WATER AGENCY (PCWA),364.2789612
218,RALSTON,PLACER,79.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=65.7, 2=69",10/1/66,FORESTHILL,CA,95631,AMERICAN RIVER,MIDDLE FORK AMERICAN RIVER,PLACER COUNTY WATER AGENCY,371.4515991
219,LOON LAKE,EL DORADO,82.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,8/1/71,FORESTHILL,CA,95276,AMERICAN RIVER,"GERGLE CREEK, SOUTH FORK RUBICON RIVER, LOON LAKE",SACRAMENTO MUNICIPAL UTILITY DISTRICT,1956.9020996
220,SIERRA ENERGY CO.,EL DORADO,0.20,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,1/11/88,FORESTVILLE,CA,95436,AMERICAN RIVER,"DARDANELLS CREEK, MIDDLE FORK AMERICAN RIVER",ROBERT T. SUTER,274.2071228
221,HALSEY,PLACER,11.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,12/6/16,AUBURN,CA,95603,SOUTH YUBA,"BEAR RIVER CANAL, BEAR RIVER",PACIFIC GAS & ELECTRIC,460.9067078
223,TUNNEL HILL,EL DORADO,0.60,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,12/30/83,GOERGETOWN,CA,95634,,,,1047.9013672
225,BUCKEYE,EL DORADO,4.00,HYDROELECTRIC,HYDRO,HYDRO,HYDRO,OPERATIONAL,,5/24/83,GEORGETOWN,CA,95634,,,,860.2266846
226,ROBBS PEAK,EL DORADO,29.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,10/1/65,POLLOCK PINES,CA,95725,AMERICAN RIVER,"GERLE CREEK, SOUTH FORK RUBICON RIVER",SACRAMENTO MUNICIPAL UTILITY DISTRICT,1477.4206543
227,SWISS AMERICA,PLACER,0.10,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,12/23/85,AUBURN,CA,95603,SACRAMENTO RIVER,"GREEN CANAL, SACRAMENTO RIVER",SWISS-AMERICAN CO,381.1619568
230,WISE 1&2,PLACER,14.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=14.5, 2=3.2",3/1/17,AUBURN,CA,95603,SOUTH YUBA,"AUBURN RAVINE, COON CREEK",PACIFIC GAS & ELECTRIC,277.9590759
231,UNION VALLEY,EL DORADO,46.70,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,6/1/63,POLLOCK PINES,CA,95715,AMERICAN RIVER,"SILVER CREEK, SOUTH FORK, SILVER CREEK, TELS CREEK, WENCH CR",SACRAMENTO MUNICIPAL UTILITY DISTRICT,1351.6654053
232,JONES FORK,EL DORADO,11.50,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,4/1/85,POLLOCK PINES,CA,95725,AMERICAN RIVER,"SOUTH FORK SILVER CREEK, UNION VALLEY RESERVOIR",SACRAMENTO MUNICIPAL UTILITY DISTRICT,1479.5677490
233,JAYBIRD,EL DORADO,154.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=77, 2=77",5/1/61,POLLOCK PINES,CA,95725,AMERICAN RIVER,"SOUTH FORK SILVER CREEK, LITTLE SILVER CREEK",SACRAMENTO MUNICIPAL UTILITY DISTRICT,890.9731445
235,NEWCASTLE,PLACER,11.50,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,10/1/86,AUBURN,CA,95603,SOUTH YUBA,"SOUTH CANAL,  NORTH FORK AMERICAN RIVER",PACIFIC GAS & ELECTRIC,144.1455078
236,LINCOLN LANDFILL,PLACER,13.00,WTE,LANDFILL GAS,LANDFILL GAS,LANDFILL GAS,OPERATIONAL,,1/1/99,LINCOLN,CA,95648,,,,37.0108452
239,BOTTLEROCK GEOTHERMAL RESTART,LAKE,10.00,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,OPERATIONAL,,1/1/07,COBB,CA,95426,,,,826.7874756
248,ROSEVILLE,PLACER,50.40,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"#1 = (CSC) 6.25 / 6.25
         (NCPA) 18.7 / 18.7
#2 = (CSC) 6.25 / 6.25
         (NCPA) 18.7 / 18.7",4/1/86,ROSEVILLE,CA,95678,,,,40.0972633
249,EL DORADO,EL DORADO,20.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=10, 2=10",5/2/04,POLLACK PINES,CA,95726,AMERICAN RIVER - SOUTH FORK,"SOUTH FORK AMERICAN RIVER, SLAB CREEK RESERVOIR",PACIFIC GAS & ELECTRIC,582.0343018
250,CAMINO,EL DORADO,154.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=80, 2=77",10/1/63,POLLOCK PINES,CA,95726,AMERICAN RIVER,SILVER CREEK,SACRAMENTO MUNICIPAL UTILITY DISTRICT,579.2548218
254,ROCK CREEK L.P.,EL DORADO,3.60,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,4/24/86,PLACERVILLE,CA,95667,AMERICAN RIVER,"ROCK CREEK,  SOUTH FORK AMERICAN RIVER",ROCK CREEK LIMITED PARTNERSHIP,347.1063843
255,ROSEVILLE ENERGY PARK,PLACER,200.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,,11/7/07,ROSEVILLE,CA,95678,,,,27.4304371
258,SLAB CREEK,EL DORADO,0.40,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,7/1/83,CAMINO,CA,95709,AMERICAN RIVER,"SLAB CREEK, SOUTH FORK AMERICAN RIVER",SACRAMENTO MUNICIPAL UTILITY DISTRICT,590.6439209
260,CHILI  BAR,EL DORADO,7.02,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,3/1/65,PLACERVILLE,CA,95667,AMERICAN RIVER,"SOUTH FORK AMERICAN RIVER, CHILI BAR RESERVORI",PACIFIC GAS & ELECTRIC,297.1375122
267,WHITE ROCK,EL DORADO,230.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"#1 = 110, 
#2 = 128",6/1/68,PLACERVILLE,CA,95725,AMERICAN RIVER,SOUTH FORK AMERICAN RIVER,SACRAMENTO MUNICIPAL UTILITY DISTRICT,302.1344299
279,GEOTHERMAL 1,SONOMA,110.00,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,"1=38.85, 2=34",1/1/83,MIDDLETOWN,CA,95461,,,NCPA,975.4423828
283,GEOTHERMAL 2,SONOMA,110.00,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,"3=42.42, 4=46.03",1/1/85,MIDDLETOWN,CA,95461,,,NCPA,990.2303467
286,KIRKWOOD MEADOWS,ALPINE,5.34,OIL/GAS,OIL/GAS,DIESEL,,OPERATIONAL,,1/1/74,KIRKWOOD MEADOWS,CA,95646,,,,2383.7968750
287,FOLSOM,SACRAMENTO,198.72,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=66.24, 2=66.24, 3=66.24",2/1/55,FOLSOM,CA,95630,VALLEY - AMERICAN,AMERICAN RIVER,USBR,58.4590454
288,WARM SPRINGS,SONOMA,2.79,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,12/1/88,GEYSERVILLE,CA,95441,RUSSIAN RIVER,"DRY CREEK,  RUSSIAN RIVER",SONOMA COUNTY WATER AGENCY,71.4150848
292,CEMEX-MADISON,YOLO,1.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,8/31/12,MADISON,CA,95656,,,,43.7986526
293,YOLO COUNTY SOLAR PV,YOLO,1.00,SOLAR,SOLAR,PHOTOVOLTAIC,"PHOTOVOLTAIC, SEMICONDUCTOR SOLAR CELLS",OPERATIONAL,,7/27/10,WOODLAND,CA,95695,,,,11.4288912
294,MCCLELLAN,SACRAMENTO,74.20,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, NATURAL GAS",OPERATIONAL,#1 = /74.2,1/1/86,SACRAMENTO,CA,95852,,,SACRAMENTO MUNICIPAL UTILITY DISTRICT,22.0914707
295,NIMBUS,SACRAMENTO,13.50,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=6.75, 2=6.75",2/1/55,FOLSOM,CA,95630,VALLEY - AMERICAN,AMERICAN RIVER,USBR,30.4480267
296,DAVID O. HARDE,EL DORADO,0.10,HYDROELECTRIC,HYDRO,HYDRO,,OPERATIONAL,,11/18/92,SOMERSET,CA,95684,COSUMNES RIVER,"PERRY CREEK, MIDDLE FORK COSUMNES RIVER",DAVID D. HARDE,640.0618286
298,AEROJET I,SACRAMENTO,3.60,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR ARRAY,OPERATIONAL,,12/23/09,RANCHO CORDOVA,CA,95650,,,SOLAR POWER INC.,89.2244873
299,AEROJET II,SACRAMENTO,2.40,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR ARRAY,OPERATIONAL,,5/21/10,RANCHO CORDOVA,CA,95650,,,,85.0256805
301,PORT OF WEST SACRAMENTO,YOLO,0.60,SOLAR,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,,3/12/10,WEST SACRAMENTO,CA,95691,,,,2.5198905
307,PROCTER & GAMBLE  - SMUD,SACRAMENTO,193.40,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, WASTE HEAT",OPERATIONAL,"#1 = 49.8
#2 = 49.8
#3 = 49.8
#4 =44",5/1/97,SACRAMENTO,CA,95813,,,WALSH CONSTRUCTION COMPANY,12.9490004
309,SALT SPRINGS,AMADOR,46.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=11, 2=33",6/1/31,JACKSON,CA,95642,MOKELUMNE RIVER,NORTH FORK MOKELUMNE RIVER,PACIFIC GAS & ELECTRIC,1138.3927002
310,KIEFER LANDFILL GTE,SACRAMENTO,9.15,WTE,LANDFILL GAS,LANDFILL GAS,METHANE GAS,OPERATIONAL,,1/1/99,SLOUGHHOUSE,CA,95683,,,,67.8382263
311,DEPOT PARK,SACRAMENTO,3.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR ARRAY,OPERATIONAL,,4/12/11,SACRAMENTO,CA,95828,,,SPG SOLAR,12.4699202
313,SPAC,SACRAMENTO,173.90,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, WASTE HEAT",OPERATIONAL,#1 = /118.8                    #2 = /55.3,6/1/97,SACRAMENTO,CA,95824,,,SIEMEN'S VENTURE SACRAMENTO,7.0732183
314,HEDGE PV,SACRAMENTO,0.20,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,1/1/94,SACRAMENTO,CA,95837,,,,17.1343155
315,TIGER CREEK,AMADOR,60.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=28, 2=28",8/1/31,JACKSON,CA,95642,MIDDLE SIERRA,"NORTH FORK MOKELUMNE RIVER, TIGER CREEK RESERVOIR",PACIFIC GAS & ELECTRIC,716.9812622
316,WEST POINT,AMADOR,14.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,11/1/48,JACKSON,CA,95642,MIDDLE SIERRA,NORTH FORK MOKELUMNE RIVER,PACIFIC GAS & ELECTRIC,717.0372925
317,SOLEIL SOLAR,SACRAMENTO,1.25,SOLAR,SOLAR,PHOTOVOLTAIC,FIXED TILT GROUND MOUNT,OPERATIONAL,,1/1/08,WILTON,CA,95693,,,ENXCO,37.3765526
318,CARSON COGEN,SACRAMENTO,125.50,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, WASTE HEAT",OPERATIONAL,CCCT = /54.0                   #1 =/54.0                           #2 = /17.5,10/1/95,SACRAMENTO,CA,95852,,,CARSON ENERGY,4.8845105
321,SPICER,TUOLUMNE,6.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=3, 2=2.8, 3=0.5",2/1/90,SAN ANDREAS,CA,95379,STANISLAUS RIVER,"HIGHLAND CREEK, STANISLAUS RIVER",CALAVERAS COUNTY WATER,1955.6798096
322,SUPERIOR FARMS,SOLANO,1.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,11/30/12,DIXON,CA,95620,,,,16.0998516
323,SCHAAD SOUTH,CALAVERAS,0.23,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,2/18/86,SAN ANDREAS,CA,95249,,,,860.0554199
324,VACA DIXON SOLAR STATION,SOLANO,2.00,SOLAR,SOLAR,SOLAR,"FIXED TILT GROUND MOUNT, SOLAR ARRAY",OPERATIONAL,,1/1/09,VACAVILLE,CA,95688,,,,34.0266953
329,RE BRUCEVILLE 1,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,"PV1=5, PV2=5, PV3=5",1/13/12,ELK GROVE,CA,95757,,,RECURRENT ENERGY LLC,8.3319874
331,RANCHO SECO 1-6,SACRAMENTO,2.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,"1=1.1331, 2=.9088, 3=.1931, 4=.1074, 5=.7326, 6=.0151",8/1/84,ELK GROVE,CA,95758,,,,57.6798248
332,ELECTRA,AMADOR,99.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=31.7, 2=31.7, 3=38.1",6/29/48,JACKSON,CA,95642,MOKELUMNE RIVER,NORTH FORK MOKELUMNE RIVER,PACIFIC GAS & ELECTRIC,206.8733521
333,SMUD COSUMNES RIVER PHASE 1,SACRAMENTO,500.00,OIL/GAS,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,,2/24/06,HERALD,CA,95638,,,,46.0772934
334,POINT PLEASANT,SACRAMENTO,1.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,12/30/11,ELK GROVE,CA,95758,,,"BELECTRIC, INC.",6.9324503
337,JACKSON VALLEY ID,AMADOR,0.46,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,9/1/82,IONE,CA,92054,MOKELUMNE RIVER,"JACKSON CREEK, MOKELUMNE RIVER",JACKSON VALLEY IRRIGATION DISTRICT,129.3734741
338,CALIFORNIA MEDICAL FACILITY,SOLANO,1.50,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,1/1/07,VACAVILLE,CA,95687,,,,42.8661766
344,DONNELLS,TUOLUMNE,72.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,6/1/57,BEARDSLEY,CA,95370,STANISLAUS RIVER,MIDDLE FORK STANISLAUS RIVER,OAKDALE & S. SAN JOAQUIN IRRIGATION DIST,1054.6904297
345,PARDEE,AMADOR,23.60,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=7.5, 2=7.5, 3=8.6",7/1/30,VALLEY SPRINGS,CA,95252,MOKELUMNE RIVER,"MOKELUMNE RIVER,PARDEE RERSERVOIR",EAST BAY MUNICIPAL UTILITY DISTRICT,169.9010162
346,BOESSOW,SACRAMENTO,3.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,12/20/11,GALT,CA,95632,,,"BELECTRIC, INC.",15.7718592
348,CAMANCHE,SAN JOAQUIN,10.80,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=3.56, 2=3.56, 3=3.56",7/1/83,CLEMENTS,CA,95227,MOKELUMNE RIVER,"MOKELUMNE RIVER, CAMANCHE RERSERVOIR",EAST BAY MUNICIPAL UTILITY DISTRICT,35.7959862
350,BEARDSLEY,TUOLUMNE,9.99,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,5/1/57,LONG BARN,CA,95370,STANISLAUS RIVER,MIDDLE FORK STANISLAUS RIVER,OAKDALE & S. SAN JOAQUIN IRRIGATION DIST,967.2230225
351,SPRING GAP,TUOLUMNE,6.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,9/1/21,LONG BARN,CA,95335,STANISLAUS RIVER,"PHILADELPHIA DITCH, M F STANISLAUS RV, 2 MI W BEARDSLEY RES.",PACIFIC GAS & ELECTRIC,911.6892090
352,SAND BAR,TUOLUMNE,16.20,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,5/19/86,PINECREST,CA,95364,STANISLAUS RIVER,"MIDDLE FORK STANISLAUS RIVER, 5 MI W OF  BEARDSLEY RESERVOIR",TRI-DAM POWER AUTHORITY,885.6942139
353,MONTEZUMA,SOLANO,36.80,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,1/19/11,BIRDS LANDING,CA,94512,,,,53.6183853
354,COLLIERVILLE,CALAVERAS,249.10,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=126.5, 2=126",11/1/89,MURPHYS,CA,95247,STANISLAUS RIVER,NORTH FORK STANISLAUS RIVER,CALAVERAS COUNTY WATER DISTRICT,362.4159546
355,MURPHYS,CALAVERAS,4.50,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,12/1/53,MURPHYS,CA,95247,SILVER CREEK,"ANGELS CREEK, CLOVEY CREEK",PACIFIC GAS & ELECTRIC,693.9488525
356,SHILOH II,SOLANO,150.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,2,2/9/09,BIRDS LANDING,CA,94512,,,ENXCO,54.7367287
357,HOGAN,CALAVERAS,2.97,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,"1=2, 2=1",4/1/89,SAN ANDREAS,CA,95252,NEW HOGAN DAM,CALAVERAS RIVER,MODESTO IRRIGATION DISTRICT,184.9713287
358,STANISLAUS,TUOLUMNE,91.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,3/1/63,STANISLAUS,CA,95346,STANISLAUS RIVER,MIDDLE FORK STANISLAUS RIVER,PACIFIC GAS & ELECTRIC,331.9125977
359,MONTEZUMA II,SOLANO,78.20,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,2.3,2/1/12,BIRDS LANDING,CA,94512,,,,74.0380707
362,HIGH WINDS,SOLANO,162.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.8,12/23/03,BIRDS LANDING,CA,94512,,,,68.4548340
363,ENXCO V REPOWER,SOLANO,9.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,3/1/06,BIRDS LANDING,CA,94512,,,ENXCO,82.4966888
364,EDF RENEWABLE WINDFARM V,SOLANO,16.20,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.1,1/1/90,BIRDS LANDING,CA,94512,,,"ENXO WIND FARM II, INC.",86.1703873
365,LUNDY,MONO,3.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=1.5, 2=1.5",12/9/11,LEE VINING,CA,93541,MILL CREEK,"MILL CREEK, MONO LAKE",SOUTHERN CALIFORNIA EDISON,2145.7592773
367,LODI ENERGY CENTER,SAN JOAQUIN,255.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,,11/20/12,LODI,CA,95242,,,,2.4492650
368,NCPA STIG,SAN JOAQUIN,50.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,1/1/96,LODI,CA,95240,,,,3.0990958
369,ANGELS,CALAVERAS,1.40,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,1/1/40,ANGLES CAMP,CA,95222,ANGLES CREEK,"ANGELS CREEK, CLOVEY CREEK",,425.5498962
370,PHOENIX,TUOLUMNE,1.60,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,2/1/40,SONORA,CA,95370,STANISLAUS RIVER,SOUTH FORK STANISLAUS RIVER,PACIFIC GAS & ELECTRIC,797.8238525
