State,County,Entity ID,Entity,Facility ID,Plant Name,Generator ID,Unit Code,Status,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Primary Purpose,Prime Mover,Primary Energy Source,Secondary Energy Source,Initial Month of Operation,Initial Year of Operation
IA,Johnson,19539,University of Iowa,54775,University of Iowa Main Power Plant,GEN1,,OP,3,3,3,611,ST,BIT,OBS,1,1947
IA,Johnson,19539,University of Iowa,54775,University of Iowa Main Power Plant,GEN2,,OP,3,3,3,611,ST,BIT,OBS,1,1956
IA,Johnson,19539,University of Iowa,54775,University of Iowa Main Power Plant,GEN6,,OP,15,15,15,611,ST,BIT,OBS,1,1974
NC,Orange,19541,University of North Carolina,54276,Univ of NC Chapel Hill Cogen Facility,TG3,,OP,28,28.7,28.7,611,ST,BIT,NG,7,1991
SD,Pennington,19545,Black Hills Power Inc,3325,Ben French,ST1,,OP,25,21.6,21.6,22,ST,SUB,DFO,1,1961
WY,Campbell,19545,Black Hills Power Inc,4150,Neil Simpson,5,,OP,21.7,14.6,18.6,22,ST,SUB,DFO,9,1969
WY,Weston,19545,Black Hills Power Inc,4151,Osage,1,,SB,11.5,10.1,10.1,22,ST,SUB,,10,1948
WY,Weston,19545,Black Hills Power Inc,4151,Osage,2,,SB,11.5,10.1,10.1,22,ST,SUB,,10,1949
WY,Weston,19545,Black Hills Power Inc,4151,Osage,3,,SB,11.5,10.1,10.1,22,ST,SUB,,9,1952
WY,Campbell,19545,Black Hills Power Inc,7504,Neil Simpson II,2,,OP,80,80,80,22,ST,SUB,DFO,9,1995
WY,CAMPBELL,19545,Black Hills Power Inc,55479,Wygen 1,0001,,OP,88,70,90,22,ST,SUB,NG,1,2003
WY,Campbell,19545,Black Hills Power Inc,56319,Wygen 2,0001,,OP,95,85,95,22,ST,SUB,NG,1,2008
WY,CAMPBELL,19545,Black Hills Power Inc,56596,Wygen III,5,,OP,116.2,100,100,22,ST,SUB,NG,4,2010
IN,ST JOSEPH,19564,University of Notre Dame,50366,University of Notre Dame,GEN1,,OP,3,3,3,611,ST,BIT,NG,6,1962
IN,ST JOSEPH,19564,University of Notre Dame,50366,University of Notre Dame,GEN2,,OP,1.7,1.7,1.7,611,ST,BIT,NG,7,1952
IN,ST JOSEPH,19564,University of Notre Dame,50366,University of Notre Dame,GEN5,,OP,2,2,2,611,ST,BIT,NG,9,1956
IN,ST JOSEPH,19564,University of Notre Dame,50366,University of Notre Dame,GEN6,,OP,5,5,5,611,ST,BIT,NG,2,1967
IN,ST JOSEPH,19564,University of Notre Dame,50366,University of Notre Dame,GEN7,,OP,9.4,9.4,9.4,611,ST,BIT,NG,3,2000
MI,Delta,19578,Upper Peninsula Power Co,1771,Escanaba,1,,OP,11.5,13,13,22,ST,BIT,,5,1958
MI,Delta,19578,Upper Peninsula Power Co,1771,Escanaba,2,,OP,11.5,13,13,22,ST,BIT,,5,1958
TN,Davidson,19724,Vanderbilt University,52048,Vanderbilt University Power Plant,GEN1,,OP,6.5,6.5,6.5,611,ST,BIT,,11,1988
TN,Davidson,19724,Vanderbilt University,52048,Vanderbilt University Power Plant,GEN2,,OP,4.5,4.5,4.5,611,ST,BIT,,6,1989
VA,Fluvanna,19876,Virginia Electric & Power Co,3796,Bremo Bluff,3,,OP,69,71,74,22,ST,BIT,,6,1950
VA,Fluvanna,19876,Virginia Electric & Power Co,3796,Bremo Bluff,4,,OP,185.2,156,161,22,ST,BIT,,8,1958
VA,Chesterfield,19876,Virginia Electric & Power Co,3797,Chesterfield,3,,OP,112.5,100,104,22,ST,BIT,,12,1952
VA,Chesterfield,19876,Virginia Electric & Power Co,3797,Chesterfield,4,,OP,187.5,162.5,167.5,22,ST,BIT,,6,1960
VA,Chesterfield,19876,Virginia Electric & Power Co,3797,Chesterfield,5,,OP,359,329,335,22,ST,BIT,,8,1964
VA,Chesterfield,19876,Virginia Electric & Power Co,3797,Chesterfield,6,,OP,693.9,657,690,22,ST,BIT,,12,1969
VA,Chesapeake,19876,Virginia Electric & Power Co,3803,Chesapeake,3,,OP,185.2,156,162,22,ST,BIT,,6,1959
VA,Chesapeake,19876,Virginia Electric & Power Co,3803,Chesapeake,ST1,,OP,112.5,111,111,22,ST,BIT,,6,1953
VA,Chesapeake,19876,Virginia Electric & Power Co,3803,Chesapeake,ST2,,OP,112.5,111,111,22,ST,BIT,,12,1954
VA,Chesapeake,19876,Virginia Electric & Power Co,3803,Chesapeake,ST4,,OP,239.3,217,221,22,ST,BIT,,5,1962
VA,York,19876,Virginia Electric & Power Co,3809,Yorktown,1,,OP,187.5,159,162,22,ST,BIT,,7,1957
VA,York,19876,Virginia Electric & Power Co,3809,Yorktown,2,,OP,187.5,164,165,22,ST,BIT,,1,1959
WV,Grant,19876,Virginia Electric & Power Co,3954,Mt Storm,1,,OP,570.2,524,539,22,ST,BIT,,9,1965
WV,Grant,19876,Virginia Electric & Power Co,3954,Mt Storm,2,,OP,570.2,555,570,22,ST,BIT,,7,1966
WV,Grant,19876,Virginia Electric & Power Co,3954,Mt Storm,3,,OP,522,512,529,22,ST,BIT,,12,1973
VA,Halifax,19876,Virginia Electric & Power Co,7213,Clover,1,,OP,424,431,435,22,ST,BIT,,10,1995
VA,Halifax,19876,Virginia Electric & Power Co,7213,Clover,2,,OP,424,434,438,22,ST,BIT,,3,1996
WV,Grant,19876,Virginia Electric & Power Co,7537,North Branch,1,,OS,80,74,77,22,ST,WC,,5,1992
VA,Hopewell City,19876,Virginia Electric & Power Co,10771,Hopewell Power Station,1,,OP,71.1,63,63,22,ST,BIT,,7,1992
VA,Campbell,19876,Virginia Electric & Power Co,10773,Altavista Power Station,1,,OP,71.1,63,63,22,ST,BIT,BIT,2,1992
VA,Southampton,19876,Virginia Electric & Power Co,10774,Southampton Power Station,1,,OP,71.1,63,63,22,ST,BIT,,3,1992
VA,Mecklenburg,19876,Virginia Electric & Power Co,52007,Mecklenburg Power Station,GEN1,,OP,69.9,69,69,22,ST,BIT,,11,1992
VA,Mecklenburg,19876,Virginia Electric & Power Co,52007,Mecklenburg Power Station,GEN2,,OP,69.9,69,69,22,ST,BIT,,11,1992
MN,St Louis,19883,City of Virginia,2018,Virginia,1A,,OS,4,4,4,22,ST,SUB,WDS,8,1992
MN,St Louis,19883,City of Virginia,2018,Virginia,5,,OP,7.5,8,8,22,ST,SUB,WDS,8,1954
MN,St Louis,19883,City of Virginia,2018,Virginia,6,,OP,18.7,17,18.7,22,ST,SUB,WDS,8,1971
OK,Choctaw,20447,"Western Farmers Elec Coop, Inc",6772,Hugo,1,,OP,446,440,440,22,ST,SUB,,4,1982
VA,Covington,20508,MeadWestvaco Corp,50900,Covington Facility,GEN1,,OP,10.5,10.5,10.5,32213,ST,BIT,BIT,1,1939
VA,Covington,20508,MeadWestvaco Corp,50900,Covington Facility,GEN2,,OP,10.5,10.5,10.5,32213,ST,BIT,BIT,1,1946
VA,Covington,20508,MeadWestvaco Corp,50900,Covington Facility,GEN3,,OP,10.5,10.5,10.5,32213,ST,BIT,BIT,1,1951
VA,Covington,20508,MeadWestvaco Corp,50900,Covington Facility,GEN5,,OP,34,32.5,32.5,32213,ST,BIT,WDS,9,1989
PA,Schuylkill,20541,Wheelabrator Environmental Systems,50879,Wheelabrator Frackville Energy,GEN1,,OP,48,42.5,42.5,22,ST,WC,,9,1988
MN,Kandiyohi,20737,Willmar Municipal Utilities,2022,Willmar,3,,OP,18,15.9,15.9,22,ST,SUB,NG,11,1970
MI,Marquette,20847,Wisconsin Electric Power Co,1769,Presque Isle,5,,OP,90,88,88,22,ST,BIT,,12,1974
MI,Marquette,20847,Wisconsin Electric Power Co,1769,Presque Isle,6,,OP,90,88,88,22,ST,BIT,,4,1975
MI,Marquette,20847,Wisconsin Electric Power Co,1769,Presque Isle,7,,OP,90,77,77,22,ST,SUB,,6,1978
MI,Marquette,20847,Wisconsin Electric Power Co,1769,Presque Isle,8,,OP,90,77,77,22,ST,SUB,,11,1978
MI,Marquette,20847,Wisconsin Electric Power Co,1769,Presque Isle,9,,OP,90,77,77,22,ST,SUB,,8,1979
WI,Milwaukee,20847,Wisconsin Electric Power Co,4041,South Oak Creek,5,,OP,275,231.7,231.7,22,ST,SUB,,12,1959
WI,Milwaukee,20847,Wisconsin Electric Power Co,4041,South Oak Creek,6,,OP,275,241.2,241.2,22,ST,SUB,,12,1961
WI,Milwaukee,20847,Wisconsin Electric Power Co,4041,South Oak Creek,7,,OP,317.6,281.6,281.6,22,ST,SUB,,3,1965
WI,Milwaukee,20847,Wisconsin Electric Power Co,4041,South Oak Creek,8,,OP,324,293.9,293.9,22,ST,SUB,,10,1967
WI,Milwaukee,20847,Wisconsin Electric Power Co,4042,Valley,1,,OP,136,125.1,113.5,22,ST,BIT,,6,1968
WI,Milwaukee,20847,Wisconsin Electric Power Co,4042,Valley,2,,OP,136,107.4,113.5,22,ST,BIT,,3,1969
WI,Kenosha,20847,Wisconsin Electric Power Co,6170,Pleasant Prairie,1,,OP,616.5,604.3,604.3,22,ST,SUB,,6,1980
WI,Kenosha,20847,Wisconsin Electric Power Co,6170,Pleasant Prairie,2,,OP,616.5,600.8,600.8,22,ST,SUB,,7,1985
WI,Milwaukee,20847,Wisconsin Electric Power Co,7549,Milwaukee County,1,,OP,11,5,5,22,ST,BIT,,3,1996
WI,Milwaukee,20847,Wisconsin Electric Power Co,56068,Elm Road Generating Station,1,,OP,701.3,636,636,22,ST,BIT,NG,2,2010
WI,Milwaukee,20847,Wisconsin Electric Power Co,56068,Elm Road Generating Station,2,,OP,615,633.8,633.8,22,ST,BIT,NG,1,2011
WI,Sheboygan,20856,Wisconsin Power & Light Co,4050,Edgewater,3,,SB,60,71.2,71.8,22,ST,SUB,TDF,7,1951
WI,Sheboygan,20856,Wisconsin Power & Light Co,4050,Edgewater,4,,OP,330,308.4,308.6,22,ST,SUB,TDF,12,1969
WI,Sheboygan,20856,Wisconsin Power & Light Co,4050,Edgewater,5,,OP,380,407.2,408.4,22,ST,SUB,,3,1985
WI,Grant,20856,Wisconsin Power & Light Co,4054,Nelson Dewey,1,,OP,100,104.7,104.8,22,ST,SUB,PC,12,1959
WI,Grant,20856,Wisconsin Power & Light Co,4054,Nelson Dewey,2,,OP,100,103.2,105.8,22,ST,SUB,PC,12,1962
WI,Columbia,20856,Wisconsin Power & Light Co,8023,Columbia,1,,OP,512,542,549,22,ST,SUB,,5,1975
WI,Columbia,20856,Wisconsin Power & Light Co,8023,Columbia,2,,OP,511,557,571,22,ST,SUB,,5,1978
WI,Brown,20860,Wisconsin Public Service Corp,4072,Pulliam,5,,OP,50,51.3,51.8,22,ST,SUB,NG,9,1949
WI,Brown,20860,Wisconsin Public Service Corp,4072,Pulliam,6,,OP,69,66,67,22,ST,SUB,NG,11,1951
WI,Brown,20860,Wisconsin Public Service Corp,4072,Pulliam,7,,OP,81.6,81.6,83.1,22,ST,SUB,NG,11,1958
WI,Brown,20860,Wisconsin Public Service Corp,4072,Pulliam,8,,OP,149.6,131.7,132.4,22,ST,SUB,NG,12,1964
WI,Marathon,20860,Wisconsin Public Service Corp,4078,Weston,1,,OP,60,56.7,57.6,22,ST,SUB,NG,12,1954
WI,Marathon,20860,Wisconsin Public Service Corp,4078,Weston,2,,OP,81.6,82.4,83.5,22,ST,SUB,NG,9,1960
WI,Marathon,20860,Wisconsin Public Service Corp,4078,Weston,3,,OP,350.5,323.7,326.2,22,ST,SUB,NG,12,1981
WI,Marathon,20860,Wisconsin Public Service Corp,4078,Weston,4,,OP,595,549.2,553.7,22,ST,SUB,NG,7,2008
PA,Schuylkill,21025,WPS Power Developement,50611,WPS Westwood Generation LLC,GEN1,,OP,36,30,30,22,ST,WC,,6,1987
MI,Wayne,21048,Wyandotte Municipal Serv Comm,1866,Wyandotte,4,,OP,11.5,10.5,11.5,22,ST,BIT,TDF,1,1948
MI,Wayne,21048,Wyandotte Municipal Serv Comm,1866,Wyandotte,5,,OP,22,22,24,22,ST,BIT,TDF,1,1958
MI,Wayne,21048,Wyandotte Municipal Serv Comm,1866,Wyandotte,6,,OP,7.5,7.5,7.5,22,ST,BIT,TDF,1,1969
MI,Wayne,21048,Wyandotte Municipal Serv Comm,1866,Wyandotte,7,,OP,32,32,35,22,ST,BIT,NG,7,1986
IA,Black Hawk,21223,University of Northern Iowa,50088,University of Northern Iowa,GEN1,,OP,7.5,7.5,7.5,611,ST,BIT,PC,11,1982
FL,Putnam,21554,Seminole Electric Cooperative Inc,136,Seminole,1,,OP,714.6,647,660,22,ST,BIT,,2,1984
FL,Putnam,21554,Seminole Electric Cooperative Inc,136,Seminole,2,,OP,714.6,663,666,22,ST,BIT,,1,1985
UT,Carbon,21734,Sunnyside Cogeneration Assoc,50951,Sunnyside Cogen Associates,GEN1,,OP,58.1,51,51,22,ST,WC,,2,1993
PA,Snyder,22001,Sunbury Generation LP,3152,Sunbury Generation LP,1,,OP,89.1,80,80,22,ST,BIT,WC,11,1949
PA,Snyder,22001,Sunbury Generation LP,3152,Sunbury Generation LP,2,,OP,89.1,80,80,22,ST,BIT,WC,9,1949
PA,Snyder,22001,Sunbury Generation LP,3152,Sunbury Generation LP,3,,OP,103.5,94,94,22,ST,BIT,WC,4,1951
PA,Snyder,22001,Sunbury Generation LP,3152,Sunbury Generation LP,4,,OP,156.2,128,134,22,ST,BIT,,8,1953
KY,Lawrence,22053,Kentucky Power Co,1353,Big Sandy,1,,OP,280.5,260,260,22,ST,BIT,,1,1963
KY,Lawrence,22053,Kentucky Power Co,1353,Big Sandy,2,,OP,816.3,800,800,22,ST,BIT,,10,1969
NY,Tompkins,22125,AES Cayuga LLC,2535,AES Cayuga,1,,OP,155.3,149.7,152.8,22,ST,BIT,DFO,9,1955
NY,Tompkins,22125,AES Cayuga LLC,2535,AES Cayuga,2,,OP,167.2,152.7,156.6,22,ST,BIT,DFO,9,1955
NY,Niagara,22129,AES Somerset LLC,6082,AES Somerset LLC,1,,OP,655.1,684.8,684.8,22,ST,BIT,PC,8,1984
NY,Broome,22146,AES Westover LLC,2526,AES Westover,8,,OS,75,84,84,22,ST,BIT,DFO,11,1951
AK,Fairbanks North Star,22199,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,TG1,,OP,2.5,0.5,2.2,928,ST,SUB,,10,1952
AK,Fairbanks North Star,22199,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,TG2,,OP,2.5,0.5,2.2,928,ST,SUB,,10,1952
AK,Fairbanks North Star,22199,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,TG3,,OP,5,5,5,928,ST,SUB,,8,1955
AK,Fairbanks North Star,22199,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,TG4,,OP,5,5,5,928,ST,SUB,,6,1969
AK,Fairbanks North Star,22199,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,TG5,,OP,10,9,9.5,928,ST,SUB,,10,1987
VA,Montgomery,22218,U S Army-Radford,52072,Radford Army Ammunition Plant,GEN1,,OP,6,5.6,5.6,325,ST,BIT,DFO,1,1990
VA,Montgomery,22218,U S Army-Radford,52072,Radford Army Ammunition Plant,GEN2,,OP,6,5.6,5.6,325,ST,BIT,DFO,1,1990
VA,Montgomery,22218,U S Army-Radford,52072,Radford Army Ammunition Plant,GEN3,,OP,6,5.6,5.6,325,ST,BIT,DFO,1,1990
VA,Montgomery,22218,U S Army-Radford,52072,Radford Army Ammunition Plant,GEN4,,OP,6,5.6,5.6,325,ST,BIT,DFO,1,1990
KS,Douglas,22500,Westar Energy Inc,1250,Lawrence Energy Center,3,,OP,49,51,51,22,ST,SUB,NG,1,1955
KS,Douglas,22500,Westar Energy Inc,1250,Lawrence Energy Center,4,,OP,114,109,109,22,ST,SUB,NG,3,1960
KS,Douglas,22500,Westar Energy Inc,1250,Lawrence Energy Center,5,,OP,403,371,371,22,ST,SUB,NG,5,1971
KS,Shawnee,22500,Westar Energy Inc,1252,Tecumseh Energy Center,7,,OP,82,73,73,22,ST,SUB,NG,8,1957
KS,Shawnee,22500,Westar Energy Inc,1252,Tecumseh Energy Center,8,,OP,150,132,132,22,ST,SUB,NG,4,1962
KS,Pottawatomie,22500,Westar Energy Inc,6068,Jeffrey Energy Center,1,,OP,720,724,724,22,ST,SUB,,7,1978
KS,Pottawatomie,22500,Westar Energy Inc,6068,Jeffrey Energy Center,2,,OP,720,725,725,22,ST,SUB,,5,1980
KS,Pottawatomie,22500,Westar Energy Inc,6068,Jeffrey Energy Center,3,,OP,720,716,716,22,ST,SUB,,5,1983
MD,WASHINGTON,23279,Allegheny Energy Supply Co LLC,1570,FirstEnergy R Paul Smith Power Station,11,,OP,75,87,88,22,ST,BIT,DFO,11,1958
MD,WASHINGTON,23279,Allegheny Energy Supply Co LLC,1570,FirstEnergy R Paul Smith Power Station,9,,OP,34.5,28,28,22,ST,BIT,DFO,10,1947
PA,Armstrong,23279,Allegheny Energy Supply Co LLC,3178,FirstEnergy Armstrong Power Station,1,,OP,163.2,172,180,22,ST,BIT,DFO,4,1958
PA,Armstrong,23279,Allegheny Energy Supply Co LLC,3178,FirstEnergy Armstrong Power Station,2,,OP,163.2,172,176,22,ST,BIT,DFO,6,1959
PA,Greene,23279,Allegheny Energy Supply Co LLC,3179,Hatfields Ferry Power Station,1,,OP,576,530,570,22,ST,BIT,DFO,11,1969
PA,Greene,23279,Allegheny Energy Supply Co LLC,3179,Hatfields Ferry Power Station,2,,OP,576,530,570,22,ST,BIT,DFO,10,1970
PA,Greene,23279,Allegheny Energy Supply Co LLC,3179,Hatfields Ferry Power Station,3,,OP,576,530,570,22,ST,BIT,DFO,12,1971
PA,Washington,23279,Allegheny Energy Supply Co LLC,3181,FirstEnergy Mitchell Power Station,3,,OP,299.2,278,288,22,ST,BIT,NG,8,1963
WV,Harrison,23279,Allegheny Energy Supply Co LLC,3944,FirstEnergy Harrison Power Station,1,,OP,684,652,662,22,ST,BIT,DFO,12,1972
WV,Harrison,23279,Allegheny Energy Supply Co LLC,3944,FirstEnergy Harrison Power Station,2,,OP,684,651,661,22,ST,BIT,DFO,12,1973
WV,Harrison,23279,Allegheny Energy Supply Co LLC,3944,FirstEnergy Harrison Power Station,3,,OP,684,651,661,22,ST,BIT,DFO,12,1974
WV,Pleasants,23279,Allegheny Energy Supply Co LLC,6004,FirstEnergy Pleasants Power Station,1,,OP,684,644,650,22,ST,BIT,DFO,4,1979
WV,Pleasants,23279,Allegheny Energy Supply Co LLC,6004,FirstEnergy Pleasants Power Station,2,,OP,684,644,650,22,ST,BIT,DFO,12,1980
NC,Haywood,23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,GEN8,,OP,7.5,7.5,7.5,322122,ST,BIT,BLQ,1,1937
NC,Haywood,23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,GEN9,,OP,7.5,7.5,7.5,322122,ST,BIT,BLQ,1,1941
NC,Haywood,23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,GN10,,OP,7.5,7.5,7.5,322122,ST,BIT,BLQ,1,1946
NC,Haywood,23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,GN11,,OP,7.5,7.5,7.5,322122,ST,BIT,BLQ,1,1949
NC,Haywood,23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,GN12,,OP,10,10,10,322122,ST,BIT,BLQ,1,1952
NC,Haywood,23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,GN13,,OP,12.5,12.5,12.5,322122,ST,BIT,BLQ,6,1979
ID,Canyon,24206,Amalgamated Sugar Co-Nampa,54690,Amalgamated Sugar LLC Nampa,2250,,OP,2.2,2.2,2.2,311,ST,SUB,NG,10,1948
ID,Canyon,24206,Amalgamated Sugar Co-Nampa,54690,Amalgamated Sugar LLC Nampa,500,,SB,0.5,0.5,0.5,311,ST,SUB,NG,10,1950
ID,Canyon,24206,Amalgamated Sugar Co-Nampa,54690,Amalgamated Sugar LLC Nampa,6500,,OP,6,6,6,311,ST,SUB,NG,10,1968
AZ,Pima,24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,4,,OP,173.3,156,156,22,ST,SUB,NG,7,1967
AZ,Apache,24211,Tucson Electric Power Co,8223,Springerville,1,,OP,424.8,387,387,22,ST,SUB,,6,1985
AZ,Apache,24211,Tucson Electric Power Co,8223,Springerville,2,,OP,424.8,390,390,22,ST,SUB,,6,1990
AZ,Apache,24211,Tucson Electric Power Co,8223,Springerville,3,,OP,450,417,417,22,ST,SUB,,7,2006
AZ,Apache,24211,Tucson Electric Power Co,8223,Springerville,4,,OP,450,415,415,22,ST,SUB,,12,2009
MI,Menominee,24263,Cellu Tissue Holdings Inc,52017,Menominee Acquisition,ST1,,OS,1.5,1.5,1.5,322122,ST,BIT,,6,1962
MI,Menominee,24263,Cellu Tissue Holdings Inc,52017,Menominee Acquisition,ST2,,OP,2.5,2.5,2.5,322122,ST,BIT,,6,1950
GA,Chatham,27131,Imperial Savannah LP,50146,Imperial Savannah LP,GENA,,OP,2.7,2.7,2.7,311,ST,BIT,NG,3,1948
GA,Chatham,27131,Imperial Savannah LP,50146,Imperial Savannah LP,GENB,,OP,3,3,3,311,ST,BIT,NG,2,1959
GA,Chatham,27131,Imperial Savannah LP,50146,Imperial Savannah LP,GENC,,OP,1,1,1,311,ST,BIT,NG,8,1946
GA,Chatham,27131,Imperial Savannah LP,50146,Imperial Savannah LP,GEND,,OP,5,4.5,4.5,311,ST,BIT,NG,3,1985
GA,Chatham,30002,International Paper Co,50398,International Paper Savanna Mill,GEN9,,OP,71.2,71.2,71.2,32213,ST,BIT,WDS,6,1981
NM,McKinley,30151,"Tri-State G & T Assn, Inc",87,Escalante,1,,OP,257,247,247,22,ST,SUB,NG,12,1984
CO,Montrose,30151,"Tri-State G & T Assn, Inc",527,Nucla,1,,OP,11.5,12,12,22,ST,BIT,,11,1959
CO,Montrose,30151,"Tri-State G & T Assn, Inc",527,Nucla,2,,OP,11.5,12,12,22,ST,BIT,,11,1959
CO,Montrose,30151,"Tri-State G & T Assn, Inc",527,Nucla,3,,OP,11.5,12,12,22,ST,BIT,,11,1959
CO,Montrose,30151,"Tri-State G & T Assn, Inc",527,Nucla,ST4,,OP,79.3,64,64,22,ST,BIT,,1,1991
CO,Moffat,30151,"Tri-State G & T Assn, Inc",6021,Craig,1,,OP,446.4,428,428,22,ST,SUB,,7,1980
CO,Moffat,30151,"Tri-State G & T Assn, Inc",6021,Craig,2,,OP,446.4,428,428,22,ST,SUB,,11,1979
CO,Moffat,30151,"Tri-State G & T Assn, Inc",6021,Craig,3,,OP,534.8,448,448,22,ST,SUB,,10,1984
MO,Boone,34359,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,GEN1,,OP,6.2,6,6.1,611,ST,BIT,NG,7,1961
MO,Boone,34359,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,GEN2,,OP,12.5,12.2,12.3,611,ST,BIT,NG,7,1974
MO,Boone,34359,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,GEN3,,OP,19.8,19.2,19.4,611,ST,BIT,NG,8,1986
MO,Boone,34359,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,GEN4,,OP,14.5,13.3,13.4,611,ST,BIT,NG,7,1988
AL,Mobile,34672,DTE Energy Services,50407,Mobile Energy Services LLC,GEN5,,OP,61,56.1,55.6,22,ST,BIT,WDS,8,1985
AL,Mobile,34672,DTE Energy Services,50407,Mobile Energy Services LLC,GEN6,,OS,35.7,33.2,33.6,22,ST,BIT,WDS,7,1985
TX,Harrison,35120,Norit Americas Inc,54972,Norit Americas Marshall Plant,8512,,OP,2,2,2,327,ST,LIG,NG,3,2011
MA,HAMPDEN,39878,Solutia Inc-Indian,10417,Indian Orchard Plant 1,TG,,OP,5.7,3.6,3.7,325211,ST,BIT,PUR,5,1985
UT,Uintah,40230,Deseret Generation & Tran Coop,7790,Bonanza,1,,OP,499.5,458,458,22,ST,BIT,,5,1986
IL,Pike,40307,"Prairie Power, Inc",6238,Pearl Station,1,,OP,22,22.2,22.2,22,ST,BIT,,1,1967
NE,HALL,40606,City of Grand Island,59,Platte,1,,OP,109.8,100,100,22,ST,SUB,,12,1982
IL,Peoria,49756,Ameren Energy Resources Generating Co.,856,E D Edwards,1,,OP,136,95,105,22,ST,SUB,BIT,5,1960
IL,Peoria,49756,Ameren Energy Resources Generating Co.,856,E D Edwards,2,,OP,280.5,240,255,22,ST,SUB,BIT,6,1968
IL,Peoria,49756,Ameren Energy Resources Generating Co.,856,E D Edwards,3,,OP,363.8,315,335,22,ST,SUB,BIT,6,1972
IL,Fulton,49756,Ameren Energy Resources Generating Co.,6016,Duck Creek,1,,OP,441,410,425,22,ST,SUB,,6,1976
WI,Oneida,49801, Wausau Paper Mills LLC,50933,Rhinelander Mill,GEN6,,OP,9.3,6.3,8.5,322122,ST,BIT,,7,1958
UT,Salt Lake,49805,Kennecott Utah Copper,56163,KUCC,1,,OP,50,50,50,331,ST,BIT,NG,1,1943
UT,Salt Lake,49805,Kennecott Utah Copper,56163,KUCC,2,,OP,25,25,25,331,ST,BIT,NG,1,1943
UT,Salt Lake,49805,Kennecott Utah Copper,56163,KUCC,3,,OP,25,25,25,331,ST,BIT,NG,1,1946
UT,Salt Lake,49805,Kennecott Utah Copper,56163,KUCC,4,,OP,82,75,75,331,ST,BIT,NG,1,1958
PA,Northumberland,49889,Mount Carmel Cogen Inc,10343,Foster Wheeler Mt Carmel Cogen,TG1,,OP,47.3,43,40,22,ST,WC,NG,1,1990
NV,Eureka,49896,"Newmont Nevada Energy Investment, LLC",56224,TS Power Plant,001,,OP,242,218.4,219.2,22,ST,SUB,,6,2008
PA,Blair,49923,American Eagle Paper Mills,50284,American Eagle Paper Mills,TG3,,SB,2.5,2.5,2.5,322122,ST,BIT,DFO,1,1929
PA,Blair,49923,American Eagle Paper Mills,50284,American Eagle Paper Mills,TG4,,SB,4.5,4.5,4.5,322122,ST,BIT,DFO,1,1930
PA,Blair,49923,American Eagle Paper Mills,50284,American Eagle Paper Mills,TG5,,SB,3,3,3,322122,ST,BIT,DFO,1,1936
PA,Blair,49923,American Eagle Paper Mills,50284,American Eagle Paper Mills,TG6,,OP,7.5,7,7.1,322122,ST,BIT,,1,1958
MI,Alpena,49967,"Decorative Panels International, Inc.",10149,Decorative Panels Intl,GEN1,,OP,7.5,6.8,7.2,321,ST,BIT,NG,11,1957
CA,San Bernardino,49968,Searles Valley Minerals Operations Inc.,10684,Argus Cogen Plant,TG5,,SB,7.5,7,7,325188,ST,BIT,NG,12,1947
CA,San Bernardino,49968,Searles Valley Minerals Operations Inc.,10684,Argus Cogen Plant,TG8,,OP,27.5,25,25,325188,ST,BIT,NG,7,1978
CA,San Bernardino,49968,Searles Valley Minerals Operations Inc.,10684,Argus Cogen Plant,TG9,,OP,27.5,25,25,325188,ST,BIT,NG,7,1978
SC,Kershaw,50006,Invista,10795,Camden South Carolina,GEN1,,OP,5.5,5.5,5.5,325211,ST,BIT,NG,1,1952
SC,Kershaw,50006,Invista,10795,Camden South Carolina,GEN2,,OS,5.5,5.5,5.5,325211,ST,BIT,NG,1,1952
SC,Kershaw,50006,Invista,10795,Camden South Carolina,GEN3,,OP,19,17.5,18,325211,ST,BIT,NG,7,1993
MA,Bristol,50018,"Dominion Energy New England, LLC",1619,Brayton Point,1,,OP,241,243.5,246.9,22,ST,BIT,NG,8,1963
MA,Bristol,50018,"Dominion Energy New England, LLC",1619,Brayton Point,2,,OP,241,244,249.3,22,ST,BIT,NG,7,1964
MA,Bristol,50018,"Dominion Energy New England, LLC",1619,Brayton Point,3,,OP,642.6,612,638,22,ST,BIT,NG,8,1969
