,Country or Area,Commodity - Transaction,Year,Unit,Quantity,Quantity Footnotes
453,India,Uranium - reasonably assured reserves,1993.0,Metric Tons,66360.0,
454,India,Uranium - estimated additional reserves,2008.0,Metric Tons,24900.0,
455,India,Uranium - estimated additional reserves,2005.0,Metric Tons,22300.0,
456,India,Uranium - estimated additional reserves,2003.0,Metric Tons,18935.0,
457,India,Uranium - estimated additional reserves,1997.0,Metric Tons,24300.0,
458,Indonesia,Uranium - reasonably assured reserves,2008.0,Metric Tons,4800.0,
459,Indonesia,Uranium - reasonably assured reserves,2007.0,Metric Tons,4600.0,
460,Indonesia,Uranium - reasonably assured reserves,2005.0,Metric Tons,4600.0,
461,Indonesia,Uranium - reasonably assured reserves,1998.0,Metric Tons,4620.0,
462,Indonesia,Uranium - reasonably assured reserves,1997.0,Metric Tons,6300.0,
463,Indonesia,Uranium - reasonably assured reserves,1993.0,Metric Tons,5420.0,
464,Indonesia,Uranium - estimated additional reserves,2008.0,Metric Tons,1200.0,
465,Indonesia,Uranium - estimated additional reserves,2005.0,Metric Tons,1200.0,
466,Indonesia,Uranium - estimated additional reserves,2003.0,Metric Tons,1155.0,
467,Indonesia,Uranium - estimated additional reserves,1997.0,Metric Tons,1700.0,
468,Indonesia,Uranium - estimated additional reserves,1993.0,Metric Tons,2150.0,
469,Iran(Islamic Rep. of),Uranium - production,2010.0,Metric Tons,7.3,
470,Iran(Islamic Rep. of),Uranium - production,2009.0,Metric Tons,8.14,
471,Iran(Islamic Rep. of),Uranium - production,2008.0,Metric Tons,6.26,
472,Iran(Islamic Rep. of),Uranium - production,2007.0,Metric Tons,5.0,
473,Iran(Islamic Rep. of),Uranium - production,2006.0,Metric Tons,6.0,
474,Iran(Islamic Rep. of),Uranium - production,2005.0,Metric Tons,0.0,
475,Iran(Islamic Rep. of),Uranium - production,2004.0,Metric Tons,0.0,
476,Iran(Islamic Rep. of),Uranium - production,2003.0,Metric Tons,0.0,
477,Iran(Islamic Rep. of),Uranium - production,2002.0,Metric Tons,0.0,
478,Iran(Islamic Rep. of),Uranium - reasonably assured reserves,2008.0,Metric Tons,700.0,
479,Iran(Islamic Rep. of),Uranium - reasonably assured reserves,2007.0,Metric Tons,500.0,
480,Iran(Islamic Rep. of),Uranium - reasonably assured reserves,2005.0,Metric Tons,400.0,
481,Iran(Islamic Rep. of),Uranium - reasonably assured reserves,2003.0,Metric Tons,370.0,
482,Iran(Islamic Rep. of),Uranium - reasonably assured reserves,1997.0,Metric Tons,2800.0,
483,Iran(Islamic Rep. of),Uranium - estimated additional reserves,2008.0,Metric Tons,1400.0,
484,Iran(Islamic Rep. of),Uranium - estimated additional reserves,2005.0,Metric Tons,1100.0,
485,Iran(Islamic Rep. of),Uranium - estimated additional reserves,2003.0,Metric Tons,700.0,
486,Italy,Uranium - reasonably assured reserves,2008.0,Metric Tons,4800.0,
487,Italy,Uranium - reasonably assured reserves,2007.0,Metric Tons,4800.0,
488,Italy,Uranium - reasonably assured reserves,1998.0,Metric Tons,4800.0,
489,Italy,Uranium - reasonably assured reserves,1997.0,Metric Tons,4800.0,
490,Italy,Uranium - reasonably assured reserves,1993.0,Metric Tons,4800.0,
491,Italy,Uranium - estimated additional reserves,2008.0,Metric Tons,1300.0,
492,Italy,Uranium - estimated additional reserves,2005.0,Metric Tons,1300.0,
493,Italy,Uranium - estimated additional reserves,2003.0,Metric Tons,1300.0,
494,Italy,Uranium - estimated additional reserves,1997.0,Metric Tons,1300.0,
495,Italy,Uranium - estimated additional reserves,1993.0,Metric Tons,1300.0,
496,Italy,Uranium - estimated additional reserves,1990.0,Metric Tons,1300.0,
497,Japan,Uranium - production,1990.0,Metric Tons,0.0,
498,Japan,Uranium - reasonably assured reserves,2008.0,Metric Tons,6600.0,
499,Japan,Uranium - reasonably assured reserves,2007.0,Metric Tons,6600.0,
500,Japan,Uranium - reasonably assured reserves,2003.0,Metric Tons,6600.0,
501,Japan,Uranium - reasonably assured reserves,1997.0,Metric Tons,6600.0,
502,Japan,Uranium - reasonably assured reserves,1993.0,Metric Tons,6600.0,
503,Japan,Uranium - reasonably assured reserves,1990.0,Metric Tons,6600.0,
504,Jordan,Uranium - reasonably assured reserves,2008.0,Metric Tons,44000.0,
505,Jordan,Uranium - reasonably assured reserves,2007.0,Metric Tons,44000.0,
506,Jordan,Uranium - reasonably assured reserves,2005.0,Metric Tons,30400.0,
507,Jordan,Uranium - estimated additional reserves,2008.0,Metric Tons,67800.0,
508,Jordan,Uranium - estimated additional reserves,2005.0,Metric Tons,48600.0,
509,Kazakhstan,Uranium - production,2010.0,Metric Tons,17803.0,
510,Kazakhstan,Uranium - production,2009.0,Metric Tons,14020.0,
511,Kazakhstan,Uranium - production,2008.0,Metric Tons,8512.0,
512,Kazakhstan,Uranium - production,2007.0,Metric Tons,6633.0,
513,Kazakhstan,Uranium - production,2006.0,Metric Tons,5281.0,
514,Kazakhstan,Uranium - production,2005.0,Metric Tons,4346.0,
515,Kazakhstan,Uranium - production,2004.0,Metric Tons,3719.0,
516,Kazakhstan,Uranium - production,2003.0,Metric Tons,3327.0,
517,Kazakhstan,Uranium - production,2002.0,Metric Tons,2826.0,
518,Kazakhstan,Uranium - production,2001.0,Metric Tons,2114.0,
519,Kazakhstan,Uranium - production,2000.0,Metric Tons,1870.0,
520,Kazakhstan,Uranium - production,1999.0,Metric Tons,1560.0,
521,Kazakhstan,Uranium - production,1998.0,Metric Tons,1270.0,
522,Kazakhstan,Uranium - production,1997.0,Metric Tons,1090.0,
523,Kazakhstan,Uranium - production,1996.0,Metric Tons,1210.0,
524,Kazakhstan,Uranium - production,1995.0,Metric Tons,1630.0,
525,Kazakhstan,Uranium - production,1994.0,Metric Tons,2240.0,
526,Kazakhstan,Uranium - production,1993.0,Metric Tons,2700.0,
527,Kazakhstan,Uranium - production,1992.0,Metric Tons,2802.0,
528,Kazakhstan,Uranium - reasonably assured reserves,2008.0,Metric Tons,414200.0,
529,Kazakhstan,Uranium - reasonably assured reserves,2007.0,Metric Tons,378100.0,
530,Kazakhstan,Uranium - reasonably assured reserves,2005.0,Metric Tons,513900.0,
531,Kazakhstan,Uranium - reasonably assured reserves,2003.0,Metric Tons,530460.0,
532,Kazakhstan,Uranium - reasonably assured reserves,1997.0,Metric Tons,601300.0,
533,Kazakhstan,Uranium - reasonably assured reserves,1993.0,Metric Tons,512300.0,
534,Kazakhstan,Uranium - estimated additional reserves,2008.0,Metric Tons,417900.0,
535,Kazakhstan,Uranium - estimated additional reserves,2005.0,Metric Tons,302200.0,
536,Kazakhstan,Uranium - estimated additional reserves,2003.0,Metric Tons,317160.0,
537,Kazakhstan,Uranium - estimated additional reserves,1997.0,Metric Tons,259300.0,
538,"Korea, Republic of",Uranium - reasonably assured reserves,1990.0,Metric Tons,11800.0,
539,"Korea, Republic of",Uranium - estimated additional reserves,1990.0,Metric Tons,3000.0,
540,Malawi,Uranium - reasonably assured reserves,2008.0,Metric Tons,13600.0,
541,Malawi,Uranium - reasonably assured reserves,2007.0,Metric Tons,11600.0,
542,Malawi,Uranium - reasonably assured reserves,2005.0,Metric Tons,8800.0,
543,Malawi,Uranium - reasonably assured reserves,2003.0,Metric Tons,8775.0,
544,Malawi,Uranium - estimated additional reserves,2008.0,Metric Tons,1500.0,
545,Mexico,Uranium - reasonably assured reserves,2008.0,Metric Tons,1300.0,
546,Mexico,Uranium - reasonably assured reserves,2007.0,Metric Tons,1300.0,
547,Mexico,Uranium - reasonably assured reserves,2005.0,Metric Tons,1300.0,
548,Mexico,Uranium - reasonably assured reserves,1998.0,Metric Tons,1275.0,
549,Mexico,Uranium - reasonably assured reserves,1997.0,Metric Tons,1700.0,
550,Mexico,Uranium - reasonably assured reserves,1993.0,Metric Tons,10600.0,
551,Mexico,Uranium - reasonably assured reserves,1990.0,Metric Tons,1700.0,
552,Mexico,Uranium - estimated additional reserves,2008.0,Metric Tons,500.0,
553,Mexico,Uranium - estimated additional reserves,2005.0,Metric Tons,525.0,
554,Mexico,Uranium - estimated additional reserves,2003.0,Metric Tons,525.0,
555,Mexico,Uranium - estimated additional reserves,1997.0,Metric Tons,700.0,
556,Mexico,Uranium - estimated additional reserves,1993.0,Metric Tons,700.0,
557,Mexico,Uranium - estimated additional reserves,1990.0,Metric Tons,700.0,
558,Mongolia,Uranium - production,1998.0,Metric Tons,0.0,
559,Mongolia,Uranium - production,1997.0,Metric Tons,0.0,
560,Mongolia,Uranium - production,1996.0,Metric Tons,0.0,
561,Mongolia,Uranium - production,1995.0,Metric Tons,20.0,
562,Mongolia,Uranium - production,1994.0,Metric Tons,72.0,
563,Mongolia,Uranium - production,1993.0,Metric Tons,54.0,
564,Mongolia,Uranium - production,1992.0,Metric Tons,105.0,
565,Mongolia,Uranium - production,1991.0,Metric Tons,101.0,
566,Mongolia,Uranium - production,1990.0,Metric Tons,89.0,
567,Mongolia,Uranium - reasonably assured reserves,2008.0,Metric Tons,37500.0,
568,Mongolia,Uranium - reasonably assured reserves,2007.0,Metric Tons,46200.0,
569,Mongolia,Uranium - reasonably assured reserves,2005.0,Metric Tons,46200.0,
570,Mongolia,Uranium - reasonably assured reserves,2003.0,Metric Tons,46200.0,
571,Mongolia,Uranium - reasonably assured reserves,2002.0,Metric Tons,61600.0,1.0
572,Mongolia,Uranium - reasonably assured reserves,2001.0,Metric Tons,61600.0,
573,Mongolia,Uranium - reasonably assured reserves,2000.0,Metric Tons,61600.0,
574,Mongolia,Uranium - reasonably assured reserves,1999.0,Metric Tons,61600.0,
575,Mongolia,Uranium - reasonably assured reserves,1998.0,Metric Tons,61600.0,
576,Mongolia,Uranium - reasonably assured reserves,1997.0,Metric Tons,61600.0,
577,Mongolia,Uranium - reasonably assured reserves,1993.0,Metric Tons,80000.0,
578,Mongolia,Uranium - estimated additional reserves,2008.0,Metric Tons,11800.0,
579,Mongolia,Uranium - estimated additional reserves,2005.0,Metric Tons,15700.0,
580,Mongolia,Uranium - estimated additional reserves,2003.0,Metric Tons,15750.0,
581,Mongolia,Uranium - estimated additional reserves,2002.0,Metric Tons,21000.0,1.0
582,Mongolia,Uranium - estimated additional reserves,2001.0,Metric Tons,21000.0,
583,Mongolia,Uranium - estimated additional reserves,2000.0,Metric Tons,21000.0,
584,Mongolia,Uranium - estimated additional reserves,1999.0,Metric Tons,21000.0,
585,Mongolia,Uranium - estimated additional reserves,1998.0,Metric Tons,21000.0,
586,Mongolia,Uranium - estimated additional reserves,1997.0,Metric Tons,21000.0,
587,Namibia,Uranium - production,2010.0,Metric Tons,4503.0,
588,Namibia,Uranium - production,2009.0,Metric Tons,4626.0,
589,Namibia,Uranium - production,2008.0,Metric Tons,4365.0,
590,Namibia,Uranium - production,2007.0,Metric Tons,2832.0,
591,Namibia,Uranium - production,2006.0,Metric Tons,3076.0,
592,Namibia,Uranium - production,2005.0,Metric Tons,3146.0,
593,Namibia,Uranium - production,2004.0,Metric Tons,3038.0,
594,Namibia,Uranium - production,2003.0,Metric Tons,2037.0,1.0
595,Namibia,Uranium - production,2002.0,Metric Tons,2333.0,
596,Namibia,Uranium - production,2001.0,Metric Tons,2239.0,
597,Namibia,Uranium - production,2000.0,Metric Tons,2715.0,
598,Namibia,Uranium - production,1999.0,Metric Tons,2690.0,
599,Namibia,Uranium - production,1998.0,Metric Tons,2780.0,
600,Namibia,Uranium - production,1997.0,Metric Tons,2905.0,
601,Namibia,Uranium - production,1996.0,Metric Tons,2447.0,
602,Namibia,Uranium - production,1995.0,Metric Tons,2016.0,
603,Namibia,Uranium - production,1994.0,Metric Tons,1895.0,
604,Namibia,Uranium - production,1993.0,Metric Tons,1679.0,
605,Namibia,Uranium - production,1992.0,Metric Tons,1660.0,
606,Namibia,Uranium - production,1991.0,Metric Tons,2450.0,
607,Namibia,Uranium - production,1990.0,Metric Tons,3211.0,
608,Namibia,Uranium - reasonably assured reserves,2008.0,Metric Tons,157000.0,
609,Namibia,Uranium - reasonably assured reserves,2007.0,Metric Tons,176400.0,
610,Namibia,Uranium - reasonably assured reserves,2005.0,Metric Tons,182600.0,
611,Namibia,Uranium - reasonably assured reserves,1998.0,Metric Tons,170532.0,
612,Namibia,Uranium - reasonably assured reserves,1997.0,Metric Tons,187300.0,
613,Namibia,Uranium - reasonably assured reserves,1993.0,Metric Tons,96620.0,
614,Namibia,Uranium - reasonably assured reserves,1990.0,Metric Tons,16000.0,
615,Namibia,Uranium - estimated additional reserves,2008.0,Metric Tons,127200.0,
616,Namibia,Uranium - estimated additional reserves,2005.0,Metric Tons,99800.0,
617,Namibia,Uranium - estimated additional reserves,2003.0,Metric Tons,87085.0,
618,Namibia,Uranium - estimated additional reserves,1997.0,Metric Tons,107500.0,
619,Namibia,Uranium - estimated additional reserves,1993.0,Metric Tons,53000.0,
620,Namibia,Uranium - estimated additional reserves,1990.0,Metric Tons,53000.0,
621,Niger,Uranium - production,2010.0,Metric Tons,4199.0,
622,Niger,Uranium - production,2009.0,Metric Tons,3245.0,
623,Niger,Uranium - production,2008.0,Metric Tons,2993.0,
624,Niger,Uranium - production,2007.0,Metric Tons,3153.0,
625,Niger,Uranium - production,2006.0,Metric Tons,3434.0,
626,Niger,Uranium - production,2005.0,Metric Tons,3093.0,
627,Niger,Uranium - production,2004.0,Metric Tons,3273.0,
628,Niger,Uranium - production,2003.0,Metric Tons,3143.0,
629,Niger,Uranium - production,2002.0,Metric Tons,3076.0,
630,Niger,Uranium - production,2001.0,Metric Tons,2919.0,
631,Niger,Uranium - production,2000.0,Metric Tons,2914.0,
632,Niger,Uranium - production,1999.0,Metric Tons,2948.0,
633,Niger,Uranium - production,1998.0,Metric Tons,3714.0,
634,Niger,Uranium - production,1997.0,Metric Tons,3499.0,
635,Niger,Uranium - production,1996.0,Metric Tons,3329.0,
636,Niger,Uranium - production,1995.0,Metric Tons,2974.0,
637,Niger,Uranium - production,1994.0,Metric Tons,2975.0,
638,Niger,Uranium - production,1993.0,Metric Tons,2914.0,
639,Niger,Uranium - production,1992.0,Metric Tons,2965.0,
640,Niger,Uranium - production,1991.0,Metric Tons,2963.0,
641,Niger,Uranium - production,1990.0,Metric Tons,2839.0,
642,Niger,Uranium - reasonably assured reserves,2008.0,Metric Tons,244600.0,
643,Niger,Uranium - reasonably assured reserves,2007.0,Metric Tons,243100.0,
644,Niger,Uranium - reasonably assured reserves,2005.0,Metric Tons,180500.0,
645,Niger,Uranium - reasonably assured reserves,2003.0,Metric Tons,102227.0,
646,Niger,Uranium - reasonably assured reserves,2002.0,Metric Tons,165820.0,
647,Niger,Uranium - reasonably assured reserves,2001.0,Metric Tons,165820.0,
648,Niger,Uranium - reasonably assured reserves,2000.0,Metric Tons,165820.0,
649,Niger,Uranium - reasonably assured reserves,1999.0,Metric Tons,165820.0,
650,Niger,Uranium - reasonably assured reserves,1998.0,Metric Tons,165820.0,
651,Niger,Uranium - reasonably assured reserves,1997.0,Metric Tons,165820.0,
652,Niger,Uranium - reasonably assured reserves,1995.0,Metric Tons,165820.0,
653,Niger,Uranium - reasonably assured reserves,1993.0,Metric Tons,165820.0,
654,Niger,Uranium - reasonably assured reserves,1990.0,Metric Tons,6650.0,
655,Niger,Uranium - estimated additional reserves,2008.0,Metric Tons,30900.0,
656,Niger,Uranium - estimated additional reserves,2005.0,Metric Tons,45000.0,
657,Niger,Uranium - estimated additional reserves,2003.0,Metric Tons,125377.0,
658,Niger,Uranium - estimated additional reserves,2002.0,Metric Tons,1200000.0,
659,Niger,Uranium - estimated additional reserves,2001.0,Metric Tons,1200000.0,
660,Niger,Uranium - estimated additional reserves,2000.0,Metric Tons,1200000.0,
661,Niger,Uranium - estimated additional reserves,1999.0,Metric Tons,1200000.0,
662,Niger,Uranium - estimated additional reserves,1998.0,Metric Tons,1200000.0,
663,Niger,Uranium - estimated additional reserves,1997.0,Metric Tons,1200000.0,
664,Niger,Uranium - estimated additional reserves,1995.0,Metric Tons,305770.0,
665,Niger,Uranium - estimated additional reserves,1993.0,Metric Tons,305770.0,
666,Niger,Uranium - estimated additional reserves,1990.0,Metric Tons,305770.0,
667,Pakistan,Uranium - production,2010.0,Metric Tons,45.0,
668,Pakistan,Uranium - production,2009.0,Metric Tons,50.0,
669,Pakistan,Uranium - production,2008.0,Metric Tons,45.0,
670,Pakistan,Uranium - production,2007.0,Metric Tons,40.0,
671,Pakistan,Uranium - production,2006.0,Metric Tons,40.0,
672,Pakistan,Uranium - production,2005.0,Metric Tons,40.0,
673,Pakistan,Uranium - production,2004.0,Metric Tons,38.0,
674,Pakistan,Uranium - production,2003.0,Metric Tons,40.0,
675,Pakistan,Uranium - production,2002.0,Metric Tons,38.0,
676,Pakistan,Uranium - production,2001.0,Metric Tons,46.0,
677,Pakistan,Uranium - production,2000.0,Metric Tons,23.0,
678,Pakistan,Uranium - production,1999.0,Metric Tons,23.0,
679,Pakistan,Uranium - production,1998.0,Metric Tons,23.0,
680,Pakistan,Uranium - production,1997.0,Metric Tons,23.0,
681,Pakistan,Uranium - production,1996.0,Metric Tons,23.0,
682,Pakistan,Uranium - production,1995.0,Metric Tons,23.0,
683,Pakistan,Uranium - production,1994.0,Metric Tons,23.0,
684,Pakistan,Uranium - production,1993.0,Metric Tons,23.0,
685,Pakistan,Uranium - production,1992.0,Metric Tons,23.0,
686,Pakistan,Uranium - production,1991.0,Metric Tons,30.0,
687,Pakistan,Uranium - production,1990.0,Metric Tons,30.0,
688,Peru,Uranium - reasonably assured reserves,2008.0,Metric Tons,1300.0,
689,Peru,Uranium - reasonably assured reserves,2007.0,Metric Tons,1400.0,
690,Peru,Uranium - reasonably assured reserves,2005.0,Metric Tons,1200.0,
691,Peru,Uranium - reasonably assured reserves,2003.0,Metric Tons,1215.0,
692,Peru,Uranium - reasonably assured reserves,1997.0,Metric Tons,1800.0,
693,Peru,Uranium - reasonably assured reserves,1993.0,Metric Tons,1790.0,
694,Peru,Uranium - estimated additional reserves,2008.0,Metric Tons,1400.0,
695,Peru,Uranium - estimated additional reserves,2005.0,Metric Tons,1300.0,
696,Peru,Uranium - estimated additional reserves,2003.0,Metric Tons,1265.0,
697,Peru,Uranium - estimated additional reserves,1997.0,Metric Tons,1900.0,
698,Peru,Uranium - estimated additional reserves,1993.0,Metric Tons,1860.0,
699,Peru,Uranium - estimated additional reserves,1990.0,Metric Tons,1860.0,
700,Portugal,Uranium - production,2001.0,Metric Tons,4.0,
701,Portugal,Uranium - production,2000.0,Metric Tons,14.0,
702,Portugal,Uranium - production,1999.0,Metric Tons,10.0,
703,Portugal,Uranium - production,1998.0,Metric Tons,19.0,
704,Portugal,Uranium - production,1997.0,Metric Tons,17.0,
705,Portugal,Uranium - production,1996.0,Metric Tons,15.0,
706,Portugal,Uranium - production,1995.0,Metric Tons,18.0,
707,Portugal,Uranium - production,1994.0,Metric Tons,24.0,
708,Portugal,Uranium - production,1993.0,Metric Tons,32.0,
709,Portugal,Uranium - production,1992.0,Metric Tons,28.0,
710,Portugal,Uranium - production,1991.0,Metric Tons,28.0,
711,Portugal,Uranium - production,1990.0,Metric Tons,111.0,
712,Portugal,Uranium - reasonably assured reserves,2008.0,Metric Tons,6000.0,
713,Portugal,Uranium - reasonably assured reserves,2007.0,Metric Tons,6000.0,
714,Portugal,Uranium - reasonably assured reserves,2005.0,Metric Tons,7000.0,
715,Portugal,Uranium - reasonably assured reserves,1998.0,Metric Tons,7470.0,
716,Portugal,Uranium - reasonably assured reserves,1997.0,Metric Tons,8900.0,
717,Portugal,Uranium - reasonably assured reserves,1993.0,Metric Tons,8700.0,
718,Portugal,Uranium - reasonably assured reserves,1990.0,Metric Tons,1400.0,
719,Portugal,Uranium - estimated additional reserves,2008.0,Metric Tons,1000.0,
720,Portugal,Uranium - estimated additional reserves,2005.0,Metric Tons,1200.0,
721,Portugal,Uranium - estimated additional reserves,2003.0,Metric Tons,1450.0,
722,Portugal,Uranium - estimated additional reserves,1997.0,Metric Tons,1500.0,
723,Portugal,Uranium - estimated additional reserves,1993.0,Metric Tons,1450.0,
724,Portugal,Uranium - estimated additional reserves,1990.0,Metric Tons,1450.0,
725,Romania,Uranium - production,2010.0,Metric Tons,80.0,
726,Romania,Uranium - production,2009.0,Metric Tons,80.0,
727,Romania,Uranium - production,2008.0,Metric Tons,80.0,
728,Romania,Uranium - production,2007.0,Metric Tons,80.0,
729,Romania,Uranium - production,2006.0,Metric Tons,90.0,
730,Romania,Uranium - production,2005.0,Metric Tons,90.0,
731,Romania,Uranium - production,2004.0,Metric Tons,90.0,
732,Romania,Uranium - production,2003.0,Metric Tons,90.0,1.0
733,Romania,Uranium - production,2002.0,Metric Tons,90.0,
734,Romania,Uranium - production,2001.0,Metric Tons,85.0,1.0
735,Romania,Uranium - production,2000.0,Metric Tons,86.0,1.0
736,Romania,Uranium - production,1999.0,Metric Tons,89.0,
737,Romania,Uranium - production,1998.0,Metric Tons,132.0,
738,Romania,Uranium - production,1997.0,Metric Tons,107.0,
739,Romania,Uranium - production,1996.0,Metric Tons,105.0,
740,Romania,Uranium - production,1995.0,Metric Tons,120.0,
741,Romania,Uranium - production,1994.0,Metric Tons,120.0,
742,Romania,Uranium - production,1993.0,Metric Tons,120.0,
743,Romania,Uranium - production,1992.0,Metric Tons,120.0,
744,Romania,Uranium - production,1991.0,Metric Tons,160.0,
745,Romania,Uranium - production,1990.0,Metric Tons,210.0,
746,Romania,Uranium - reasonably assured reserves,2008.0,Metric Tons,3100.0,
747,Romania,Uranium - reasonably assured reserves,2007.0,Metric Tons,3100.0,
748,Romania,Uranium - reasonably assured reserves,2005.0,Metric Tons,3100.0,
749,Romania,Uranium - reasonably assured reserves,2003.0,Metric Tons,3325.0,
750,Romania,Uranium - reasonably assured reserves,1997.0,Metric Tons,6900.0,
751,Romania,Uranium - reasonably assured reserves,1993.0,Metric Tons,26000.0,
752,Romania,Uranium - estimated additional reserves,2008.0,Metric Tons,3600.0,
753,Romania,Uranium - estimated additional reserves,2005.0,Metric Tons,3608.0,
754,Romania,Uranium - estimated additional reserves,2003.0,Metric Tons,3608.0,
755,Romania,Uranium - estimated additional reserves,1997.0,Metric Tons,9000.0,
756,Russian Federation,Uranium - production,2010.0,Metric Tons,3562.0,
757,Russian Federation,Uranium - production,2009.0,Metric Tons,3565.0,
758,Russian Federation,Uranium - production,2008.0,Metric Tons,3521.0,
759,Russian Federation,Uranium - production,2007.0,Metric Tons,3413.0,
760,Russian Federation,Uranium - production,2006.0,Metric Tons,3190.0,
761,Russian Federation,Uranium - production,2005.0,Metric Tons,3285.0,
762,Russian Federation,Uranium - production,2004.0,Metric Tons,3290.0,
763,Russian Federation,Uranium - production,2003.0,Metric Tons,3073.0,
764,Russian Federation,Uranium - production,2002.0,Metric Tons,2850.0,
765,Russian Federation,Uranium - production,2001.0,Metric Tons,3090.0,
766,Russian Federation,Uranium - production,2000.0,Metric Tons,2760.0,
767,Russian Federation,Uranium - production,1999.0,Metric Tons,2610.0,
768,Russian Federation,Uranium - production,1998.0,Metric Tons,2530.0,
769,Russian Federation,Uranium - production,1997.0,Metric Tons,2580.0,
770,Russian Federation,Uranium - production,1996.0,Metric Tons,2605.0,
771,Russian Federation,Uranium - production,1995.0,Metric Tons,2160.0,
772,Russian Federation,Uranium - production,1994.0,Metric Tons,2541.0,
773,Russian Federation,Uranium - production,1993.0,Metric Tons,2697.0,
774,Russian Federation,Uranium - production,1992.0,Metric Tons,2640.0,
775,Russian Federation,Uranium - reasonably assured reserves,2008.0,Metric Tons,181400.0,
776,Russian Federation,Uranium - reasonably assured reserves,2007.0,Metric Tons,172400.0,
777,Russian Federation,Uranium - reasonably assured reserves,2005.0,Metric Tons,131700.0,
778,Russian Federation,Uranium - reasonably assured reserves,2003.0,Metric Tons,143020.0,
779,Russian Federation,Uranium - reasonably assured reserves,1997.0,Metric Tons,145000.0,
780,Russian Federation,Uranium - reasonably assured reserves,1993.0,Metric Tons,299700.0,
781,Russian Federation,Uranium - estimated additional reserves,2008.0,Metric Tons,384900.0,
782,Russian Federation,Uranium - estimated additional reserves,2005.0,Metric Tons,40700.0,
783,Russian Federation,Uranium - estimated additional reserves,2003.0,Metric Tons,121220.0,
784,Russian Federation,Uranium - estimated additional reserves,1997.0,Metric Tons,36500.0,
785,Slovakia,Uranium - reasonably assured reserves,2008.0,Metric Tons,5100.0,
786,Slovakia,Uranium - reasonably assured reserves,1993.0,Metric Tons,1800.0,
787,Slovakia,Uranium - estimated additional reserves,2008.0,Metric Tons,5200.0,
788,Slovenia,Uranium - production,1999.0,Metric Tons,0.0,
789,Slovenia,Uranium - production,1998.0,Metric Tons,0.0,
790,Slovenia,Uranium - production,1997.0,Metric Tons,0.0,
791,Slovenia,Uranium - production,1996.0,Metric Tons,0.0,
792,Slovenia,Uranium - production,1995.0,Metric Tons,0.0,
793,Slovenia,Uranium - production,1994.0,Metric Tons,0.0,
794,Slovenia,Uranium - production,1993.0,Metric Tons,0.0,
795,Slovenia,Uranium - production,1992.0,Metric Tons,2.0,
796,Slovenia,Uranium - reasonably assured reserves,2008.0,Metric Tons,1700.0,
797,Slovenia,Uranium - reasonably assured reserves,2007.0,Metric Tons,1000.0,
798,Slovenia,Uranium - reasonably assured reserves,2005.0,Metric Tons,1200.0,
799,Slovenia,Uranium - estimated additional reserves,2008.0,Metric Tons,7500.0,
800,Slovenia,Uranium - estimated additional reserves,2005.0,Metric Tons,5500.0,
801,Slovenia,Uranium - estimated additional reserves,2003.0,Metric Tons,10000.0,
802,Slovenia,Uranium - estimated additional reserves,1997.0,Metric Tons,10000.0,
803,Slovenia,Uranium - estimated additional reserves,1993.0,Metric Tons,5000.0,
804,Somalia,Uranium - reasonably assured reserves,2008.0,Metric Tons,5000.0,
805,Somalia,Uranium - reasonably assured reserves,2007.0,Metric Tons,5000.0,
806,Somalia,Uranium - reasonably assured reserves,2006.0,Metric Tons,4900.0,
807,Somalia,Uranium - reasonably assured reserves,2005.0,Metric Tons,4900.0,
808,Somalia,Uranium - reasonably assured reserves,2003.0,Metric Tons,4950.0,
809,Somalia,Uranium - reasonably assured reserves,2002.0,Metric Tons,6600.0,
810,Somalia,Uranium - reasonably assured reserves,2001.0,Metric Tons,6600.0,
811,Somalia,Uranium - reasonably assured reserves,2000.0,Metric Tons,6600.0,
812,Somalia,Uranium - reasonably assured reserves,1999.0,Metric Tons,6600.0,
813,Somalia,Uranium - reasonably assured reserves,1998.0,Metric Tons,6600.0,
814,Somalia,Uranium - reasonably assured reserves,1997.0,Metric Tons,6600.0,
815,Somalia,Uranium - reasonably assured reserves,1993.0,Metric Tons,6600.0,
816,Somalia,Uranium - reasonably assured reserves,1990.0,Metric Tons,6600.0,
817,Somalia,Uranium - estimated additional reserves,2008.0,Metric Tons,2600.0,
818,Somalia,Uranium - estimated additional reserves,2006.0,Metric Tons,2500.0,
819,Somalia,Uranium - estimated additional reserves,2005.0,Metric Tons,2500.0,
820,Somalia,Uranium - estimated additional reserves,2003.0,Metric Tons,2550.0,
821,Somalia,Uranium - estimated additional reserves,2002.0,Metric Tons,3400.0,
822,Somalia,Uranium - estimated additional reserves,2001.0,Metric Tons,3400.0,
823,Somalia,Uranium - estimated additional reserves,2000.0,Metric Tons,3400.0,
824,Somalia,Uranium - estimated additional reserves,1999.0,Metric Tons,3400.0,
825,Somalia,Uranium - estimated additional reserves,1998.0,Metric Tons,3400.0,
826,Somalia,Uranium - estimated additional reserves,1997.0,Metric Tons,3400.0,
827,Somalia,Uranium - estimated additional reserves,1993.0,Metric Tons,3400.0,
828,Somalia,Uranium - estimated additional reserves,1990.0,Metric Tons,3400.0,
829,South Africa,Uranium - production,2010.0,Metric Tons,582.0,
830,South Africa,Uranium - production,2009.0,Metric Tons,563.0,
831,South Africa,Uranium - production,2008.0,Metric Tons,566.0,
