lat,lon
41.8444735,-90.1887379
41.8444735,-90.1887379
41.6278423,-93.5003454
40.8471492,-96.663812
43.6375818,-94.10239059999999
42.0659844,-91.67606909999999
42.0659844,-91.67606909999999
42.0659844,-91.67606909999999
42.0659844,-91.67606909999999
42.0659844,-91.67606909999999
42.0659844,-91.67606909999999
39.7128155,-88.9970218
39.7128155,-88.9970218
39.7128155,-88.9970218
39.7128155,-88.9970218
39.7128155,-88.9970218
39.7128155,-88.9970218
39.7128155,-88.9970218
40.6936488,-89.5889864
40.6936488,-89.5889864
40.6936488,-89.5889864
40.6936488,-89.5889864
40.6936488,-89.5889864
48.9663765,-97.2436761
41.59406,-97.5247243
32.1139688,-109.9211756
32.1139688,-109.9211756
35.4019765,-110.1402594
35.4019765,-110.1402594
35.4019765,-110.1402594
35.4019765,-110.1402594
36.3882439,-108.2377519
36.3882439,-108.2377519
36.3882439,-108.2377519
36.3882439,-108.2377519
36.3882439,-108.2377519
34.3806516,-92.1640352
34.3806516,-92.1640352
35.8174139,-91.5983959
35.8174139,-91.5983959
36.5864488,-89.52785469999999
36.5864488,-89.52785469999999
39.1577814,-94.4955088
39.1577814,-94.4955088
39.1577814,-94.4955088
64.9526102,-146.4744155
64.9526102,-146.4744155
64.9526102,-146.4744155
43.6824988,-92.6983868
47.4905538,-100.7109688
47.4905538,-100.7109688
42.0505555,-104.8454619
42.0505555,-104.8454619
42.0505555,-104.8454619
47.4905538,-100.7109688
47.4905538,-100.7109688
44.3956107,-105.4489183
37.8280909,-86.761749
37.8280909,-86.761749
37.8280909,-86.761749
37.8361538,-87.59001339999999
37.8361538,-87.59001339999999
37.88895300000001,-86.3388635
37.88895300000001,-86.3388635
37.88895300000001,-86.3388635
37.5108523,-86.8220341
38.2664512,-77.18078419999999
42.4813303,-74.6102591
46.8710525,-89.31403019999999
46.8710525,-89.31403019999999
46.8710525,-89.31403019999999
33.4359416,-86.1058048
42.8208653,-82.486024
40.4894231,-78.74762079999999
41.3014415,-83.4735393
41.3014415,-83.4735393
41.3014415,-83.4735393
41.7386662,-80.7698066
41.7386662,-80.7698066
41.7386662,-80.7698066
35.59313770000001,-82.4752757
35.59313770000001,-82.4752757
35.7211289,-79.17806999999999
35.7211289,-79.17806999999999
35.3565499,-77.973865
35.3565499,-77.973865
35.3565499,-77.973865
36.3528221,-78.9288242
36.3528221,-78.9288242
36.3528221,-78.9288242
36.3528221,-78.9288242
34.2154913,-77.88245959999999
34.2154913,-77.88245959999999
34.2154913,-77.88245959999999
34.2998762,-79.8761741
36.3528221,-78.9288242
35.1268552,-89.9253233
41.5208256,-93.1038129
41.5208256,-93.1038129
42.447804,-92.38136209999999
42.447804,-92.38136209999999
38.3853377,-91.9099238
38.3853377,-91.9099238
41.424473,-91.0432051
41.424473,-91.0432051
32.0310567,-93.66232389999999
31.3635131,-92.58680950000002
39.3825496,-85.559973
28.8999815,-82.37454009999999
39.0928449,-84.1857115
39.0928449,-84.1857115
39.0928449,-84.1857115
39.0928449,-84.1857115
39.0928449,-84.1857115
39.0928449,-84.1857115
39.3995008,-84.5613355
39.3995008,-84.5613355
39.3995008,-84.5613355
39.0928449,-84.1857115
32.8294273,-89.1311937
40.5583739,-85.6591442
40.5583739,-85.6591442
40.5583739,-85.6591442
40.5583739,-85.6591442
47.5964304,-91.4964639
47.5964304,-91.4964639
38.9108325,-104.4723301
38.9108325,-104.4723301
38.9108325,-104.4723301
38.9108325,-104.4723301
39.0468547,-92.38136209999999
39.0468547,-92.38136209999999
41.2147851,-79.3853218
38.9530109,-76.5488232
38.9530109,-76.5488232
39.2903848,-76.6121893
39.2903848,-76.6121893
38.9530109,-76.5488232
38.9530109,-76.5488232
46.27444240000001,-106.444746
41.7376587,-87.697554
41.7376587,-87.697554
43.2341813,-86.24839209999999
43.2341813,-86.24839209999999
43.7109732,-84.01674229999999
43.7109732,-84.01674229999999
43.7109732,-84.01674229999999
43.7109732,-84.01674229999999
42.95302299999999,-86.0937312
42.95302299999999,-86.0937312
42.95302299999999,-86.0937312
43.7109732,-84.01674229999999
43.7109732,-84.01674229999999
41.9164343,-83.3977101
41.9164343,-83.3977101
41.9164343,-83.3977101
43.1368038,-95.1432068
38.66254929999999,-87.0461181
38.66254929999999,-87.0461181
31.5282489,-83.8897057
44.23052,-91.8643249
44.23052,-91.8643249
44.23052,-91.8643249
44.23052,-91.8643249
44.23052,-91.8643249
42.9036248,-88.2523142
44.23052,-91.8643249
39.2281143,-84.35410619999999
39.2281143,-84.35410619999999
39.2281143,-84.35410619999999
39.2281143,-84.35410619999999
39.2281143,-84.35410619999999
39.2281143,-84.35410619999999
38.8907822,-83.5070203
38.8907822,-83.5070203
38.8907822,-83.5070203
38.8907822,-83.5070203
38.8907822,-83.5070203
44.4747774,-90.0746767
44.4747774,-90.0746767
45.0522366,-82.4846115
41.9164343,-83.3977101
41.9164343,-83.3977101
41.9164343,-83.3977101
41.9164343,-83.3977101
42.2814269,-83.3863214
42.2814269,-83.3863214
42.8208653,-82.486024
42.8208653,-82.486024
42.8208653,-82.486024
42.8208653,-82.486024
42.8208653,-82.486024
42.8208653,-82.486024
42.2814269,-83.3863214
42.2814269,-83.3863214
42.2814269,-83.3863214
42.8208653,-82.486024
42.8208653,-82.486024
39.5672183,-89.3226954
39.5672183,-89.3226954
40.3947887,-81.4070577
40.3947887,-81.4070577
36.5004281,-77.6449804
36.5004281,-77.6449804
36.5004281,-77.6449804
36.5004281,-77.6449804
36.5004281,-77.6449804
35.6303455,-80.54384499999999
35.6303455,-80.54384499999999
35.7331953,-80.6770111
34.9393201,-79.7739457
34.9393201,-79.7739457
34.9393201,-79.7739457
35.70735579999999,-81.07563449999999
35.70735579999999,-81.07563449999999
35.70735579999999,-81.07563449999999
35.70735579999999,-81.07563449999999
36.5004281,-77.6449804
36.5004281,-77.6449804
36.5004281,-77.6449804
36.5004281,-77.6449804
34.5034394,-82.6501332
34.5034394,-82.6501332
34.5034394,-82.6501332
35.7160177,-77.26580969999999
35.7160177,-77.26580969999999
41.3911653,-74.3118212
41.3911653,-74.3118212
40.3761474,-88.9803558
40.3761474,-88.9803558
40.3761474,-88.9803558
38.9531001,-88.6236615
41.1850275,-89.396345
41.1850275,-89.396345
38.6825502,-90.1570536
38.6825502,-90.1570536
37.2089669,-84.6388326
37.2089669,-84.6388326
37.959945,-84.14351359999999
37.959945,-84.14351359999999
37.959945,-84.14351359999999
37.959945,-84.14351359999999
38.5761806,-84.5852209
38.5761806,-84.5852209
38.5761806,-84.5852209
38.5761806,-84.5852209
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
36.4933147,-82.34518899999999
41.3306493,-74.1868135
41.3306493,-74.1868135
41.3306493,-74.1868135
41.3306493,-74.1868135
41.3306493,-74.1868135
41.3306493,-74.1868135
40.4894231,-78.74762079999999
37.2478298,-88.7493998
37.2478298,-88.7493998
37.2478298,-88.7493998
37.2478298,-88.7493998
37.2478298,-88.7493998
37.2478298,-88.7493998
37.3458874,-94.80885040000001
37.3458874,-94.80885040000001
37.3361642,-94.30133599999999
37.3361642,-94.30133599999999
39.907793,-75.3878525
28.8848842,-82.5185837
28.8848842,-82.5185837
28.8848842,-82.5185837
28.8848842,-82.5185837
41.8650534,-80.7898089
41.7112669,-81.24558549999999
41.7112669,-81.24558549999999
41.7112669,-81.24558549999999
41.7112669,-81.24558549999999
41.7112669,-81.24558549999999
41.433923,-81.67582
40.0292374,-81.0389883
41.7386662,-80.7698066
41.7386662,-80.7698066
41.7386662,-80.7698066
41.7386662,-80.7698066
41.7386662,-80.7698066
41.7386662,-80.7698066
41.7386662,-80.7698066
40.7050579,-82.4182204
40.7050579,-82.4182204
40.7050579,-82.4182204
40.6953437,-80.30478459999999
40.6953437,-80.30478459999999
40.6953437,-80.30478459999999
35.7478769,-95.3696909
35.7478769,-95.3696909
35.7478769,-95.3696909
41.7211147,-96.8828111
41.7211147,-96.8828111
41.7211147,-96.8828111
29.7938144,-82.49442260000001
41.8519395,-109.1880047
41.8519395,-109.1880047
32.8787666,-82.4737399
32.8787666,-82.4737399
32.8787666,-82.4737399
32.8787666,-82.4737399
34.2828967,-85.2308414
34.2828967,-85.2308414
34.2828967,-85.2308414
34.2828967,-85.2308414
33.3069978,-83.3789389
33.3069978,-83.3789389
33.3069978,-83.3789389
33.3069978,-83.3789389
31.9587827,-83.9885113
31.5439375,-84.2278796
33.3716708,-84.7315563
33.3716708,-84.7315563
33.3716708,-84.7315563
33.3716708,-84.7315563
33.3716708,-84.7315563
33.3716708,-84.7315563
33.3716708,-84.7315563
31.9994194,-81.1196075
31.9994194,-81.1196075
31.9994194,-81.1196075
33.2990406,-85.14793639999999
33.2990406,-85.14793639999999
32.378148,-81.38393260000001
33.7948364,-83.713229
33.7948364,-83.713229
33.7948364,-83.713229
33.7948364,-83.713229
40.6873058,-76.17837390000001
63.82571729999999,-149.7317834
42.95302299999999,-86.0937312
36.2322429,-95.3102505
36.2322429,-95.3102505
47.4905538,-100.7109688
47.6185079,-101.131122
47.6185079,-101.131122
30.6389408,-87.3413599
30.6389408,-87.3413599
30.6389408,-87.3413599
30.6389408,-87.3413599
30.7150882,-85.1894045
30.7150882,-85.1894045
30.1805306,-85.684578
30.1805306,-85.684578
39.1440612,-75.4344727
40.5883933,-82.4248862
40.5883933,-82.4248862
40.46111080000001,-96.5094615
40.46111080000001,-96.5094615
47.7395106,-92.3623921
47.7395106,-92.3623921
47.7395106,-92.3623921
42.95302299999999,-86.0937312
42.95302299999999,-86.0937312
42.95302299999999,-86.0937312
37.3822732,-89.6662063
37.3822732,-89.6662063
37.3822732,-89.6662063
40.2275342,-92.45241329999999
40.2275342,-92.45241329999999
40.124167,-86.481944
40.124167,-86.481944
39.0953199,-87.4058525
39.0953199,-87.4058525
40.279444,-86.58999999999999
40.279444,-86.58999999999999
40.279444,-86.58999999999999
40.279444,-86.58999999999999
40.279444,-86.58999999999999
40.279444,-86.58999999999999
40.5583739,-85.6591442
40.5583739,-85.6591442
40.5583739,-85.6591442
39.51168089999999,-86.3376761
39.51168089999999,-86.3376761
39.51168089999999,-86.3376761
39.51168089999999,-86.3376761
40.124167,-86.481944
40.124167,-86.481944
40.124167,-86.481944
40.124167,-86.481944
39.1713075,-84.981754
39.1713075,-84.981754
39.1713075,-84.981754
39.1713075,-84.981754
39.2867117,-86.7625058
39.2867117,-86.7625058
38.65308410000001,-75.4344727
38.65308410000001,-75.4344727
38.65308410000001,-75.4344727
38.65308410000001,-75.4344727
40.4894231,-78.74762079999999
42.5005583,-90.66457179999999
42.5005583,-90.66457179999999
43.2430754,-91.44346900000001
43.2430754,-91.44346900000001
41.8444735,-90.1887379
42.0659844,-91.67606909999999
42.0659844,-91.67606909999999
42.0659844,-91.67606909999999
42.0407088,-92.9375739
42.0407088,-92.9375739
41.6005448,-93.6091064
41.18141929999999,-91.1854273
42.1040438,-93.5003454
42.1040438,-93.5003454
42.1040438,-93.5003454
42.1040438,-93.5003454
30.3500511,-81.6035062
30.3500511,-81.6035062
37.3043154,-77.28720009999999
37.3043154,-77.28720009999999
42.209774,-79.4668445
42.209774,-79.4668445
38.4453945,-86.8041574
30.5927334,-81.8224362
41.5094771,-90.5787476
41.5094771,-90.5787476
41.5094771,-90.5787476
41.5094771,-90.5787476
39.0986811,-94.7691586
39.0986811,-94.7691586
39.0986811,-94.7691586
39.6800019,-97.08419180000001
39.6800019,-97.08419180000001
37.3822732,-89.6662063
38.3386592,-93.8248241
38.3386592,-93.8248241
38.3386592,-93.8248241
39.34756489999999,-94.7691586
39.34756489999999,-94.7691586
37.8258603,-84.8984775
37.8258603,-84.8984775
37.8258603,-84.8984775
38.6748355,-85.0649071
38.6748355,-85.0649071
38.6748355,-85.0649071
38.6748355,-85.0649071
37.17725009999999,-87.14228949999999
37.17725009999999,-87.14228949999999
38.0721662,-84.7315563
39.907793,-75.3878525
27.8617347,-81.6911559
37.84337560000001,-102.2547919
37.84337560000001,-102.2547919
39.0869874,-87.27862669999999
39.0869874,-87.27862669999999
39.0611744,-113.1918021
39.0611744,-113.1918021
38.1938097,-85.64348700000001
38.1938097,-85.64348700000001
38.1938097,-85.64348700000001
38.1938097,-85.64348700000001
38.1938097,-85.64348700000001
38.1938097,-85.64348700000001
38.1938097,-85.64348700000001
37.0120194,-84.73577630000001
37.0120194,-84.73577630000001
30.6102166,-91.5983959
30.6102166,-91.5983959
30.6102166,-91.5983959
29.8896442,-96.83509989999999
29.8896442,-96.83509989999999
29.8896442,-96.83509989999999
43.2505472,-89.5015088
43.2505472,-89.5015088
46.5475825,-87.39559539999999
46.5475825,-87.39559539999999
46.5475825,-87.39559539999999
39.1943564,-93.17796589999999
39.1943564,-93.17796589999999
46.6683872,-101.1621736
46.6683872,-101.1621736
47.9200496,-104.8017491
44.0758178,-88.5251126
44.0758178,-88.5251126
44.0758178,-88.5251126
42.7019277,-91.76544109999999
42.7019277,-91.76544109999999
41.3911501,-95.4777811
41.3911501,-95.4777811
41.3911501,-95.4777811
41.3911501,-95.4777811
42.3166158,-95.9832577
42.3166158,-95.9832577
42.3166158,-95.9832577
41.19330009999999,-91.28910359999999
42.3166158,-95.9832577
41.5054724,-88.0900762
41.5054724,-88.0900762
41.7376587,-87.697554
41.7376587,-87.697554
41.5054724,-88.0900762
40.5522078,-89.4742177
40.5522078,-89.4742177
42.3689363,-87.8271534
42.3689363,-87.8271534
41.5054724,-88.0900762
41.5054724,-88.0900762
41.7376587,-87.697554
40.6214551,-79.15253489999999
40.6214551,-79.15253489999999
40.6214551,-79.15253489999999
42.6468943,-84.3542049
42.6468943,-84.3542049
42.6468943,-84.3542049
42.6468943,-84.3542049
42.6468943,-84.3542049
38.8048355,-77.0469214
38.8048355,-77.0469214
38.8048355,-77.0469214
38.8048355,-77.0469214
38.8048355,-77.0469214
38.78492110000001,-76.8720961
38.78492110000001,-76.8720961
47.7395106,-92.3623921
47.7395106,-92.3623921
47.5507924,-93.5683651
47.5507924,-93.5683651
47.5507924,-93.5683651
47.5507924,-93.5683651
47.85241810000001,-92.6896184
47.85241810000001,-92.6896184
47.85241810000001,-92.6896184
39.1547426,-77.2405153
39.1547426,-77.2405153
39.1547426,-77.2405153
38.5221781,-77.10249019999999
38.5221781,-77.10249019999999
47.1217918,-101.342985
47.1217918,-101.342985
30.432087,-89.0179332
30.432087,-89.0179332
32.2987573,-90.1848103
32.2987573,-90.1848103
39.4372135,-79.6502105
39.4372135,-79.6502105
39.4372135,-79.6502105
39.6695849,-79.96403389999999
39.6695849,-79.96403389999999
39.5288627,-80.23213129999999
39.5288627,-80.23213129999999
39.3761707,-81.1416691
39.3761707,-81.1416691
41.9200472,-84.6305101
39.6695849,-79.96403389999999
41.3014415,-83.4735393
35.4937274,-118.8596804
41.424473,-91.0432051
41.424473,-91.0432051
41.424473,-91.0432051
41.424473,-91.0432051
42.9023958,-78.8661589
42.9023958,-78.8661589
40.8471492,-96.663812
40.8471492,-96.663812
40.809722,-96.67527799999999
40.809722,-96.67527799999999
39.5640791,-119.4815666
39.5640791,-119.4815666
39.5640791,-119.4815666
39.5640791,-119.4815666
42.209774,-79.4668445
42.209774,-79.4668445
42.209774,-79.4668445
42.209774,-79.4668445
40.4531318,-78.3842227
40.4531318,-78.3842227
34.5882404,-78.5660852
34.6383858,-79.1096901
41.6155937,-87.07419949999999
41.6155937,-87.07419949999999
41.611143,-86.7227195
38.3914418,-86.9311094
38.3914418,-86.9311094
38.3914418,-86.9311094
38.3914418,-86.9311094
43.91357989999999,-91.3605035
43.91357989999999,-91.3605035
44.8896877,-92.8577105
46.5924428,-90.8837982
45.4644612,-93.7298983
45.4644612,-93.7298983
45.4644612,-93.7298983
40.6873058,-76.17837390000001
40.2720151,-81.8595756
40.2720151,-81.8595756
40.2720151,-81.8595756
40.2720151,-81.8595756
39.687828,-82.99316069999999
39.5364511,-83.4390843
39.5364511,-83.4390843
39.5364511,-83.4390843
39.5364511,-83.4390843
39.5364511,-83.4390843
39.8926818,-80.6770787
39.8926818,-80.6770787
39.8926818,-80.6770787
39.8926818,-80.6770787
39.8926818,-80.6770787
38.8619254,-82.34518899999999
38.8619254,-82.34518899999999
38.8619254,-82.34518899999999
38.8619254,-82.34518899999999
38.8619254,-82.34518899999999
38.8619254,-82.34518899999999
38.8619254,-82.34518899999999
35.7478769,-95.3696909
35.7478769,-95.3696909
35.7478769,-95.3696909
35.1392357,-97.394753
35.1392357,-97.394753
40.593056,-96.387222
40.593056,-96.387222
40.593056,-96.387222
40.593056,-96.387222
40.593056,-96.387222
40.7236135,-96.1169524
40.7236135,-96.1169524
41.452819,-82.1823746
41.452819,-82.1823746
41.6781105,-80.9539817
41.6781105,-80.9539817
40.17396,-80.2461714
40.17396,-80.2461714
40.17396,-80.2461714
40.17396,-80.2461714
40.306556,-80.1221585
40.306556,-80.1221585
40.306556,-80.1221585
40.4450813,-80.0087746
41.3014415,-83.4735393
41.3014415,-83.4735393
41.3014415,-83.4735393
41.3014415,-83.4735393
41.3014415,-83.4735393
46.51894350000001,-95.8935983
46.51894350000001,-95.8935983
45.1752383,-96.75070350000001
47.4905538,-100.7109688
37.7307984,-87.10237459999999
37.7307984,-87.10237459999999
39.9625984,-76.727745
39.9625984,-76.727745
39.9625984,-76.727745
39.9625984,-76.727745
39.9625984,-76.727745
39.6479807,-110.6168921
39.6479807,-110.6168921
43.0489425,-105.4068079
43.0489425,-105.4068079
43.0489425,-105.4068079
43.0489425,-105.4068079
42.0703294,-110.5215459
42.0703294,-110.5215459
42.0703294,-110.5215459
44.3956107,-105.4489183
38.9230307,-111.2487809
38.9230307,-111.2487809
38.9230307,-111.2487809
41.8519395,-109.1880047
41.8519395,-109.1880047
41.8519395,-109.1880047
41.8519395,-109.1880047
38.9230307,-111.2487809
38.9230307,-111.2487809
45.3743102,-89.7725799
45.3743102,-89.7725799
41.7112669,-81.24558549999999
41.7112669,-81.24558549999999
41.7112669,-81.24558549999999
41.7112669,-81.24558549999999
40.901975,-75.667356
37.3770935,-77.5049863
37.3770935,-77.5049863
28.4844995,-81.2518833
28.4844995,-81.2518833
42.033279,-91.5968958
42.033279,-91.5968958
36.7682088,-76.2874927
40.6140514,-86.1064885
40.6140514,-86.1064885
39.79218600000001,-75.036059
39.5717796,-75.46714229999999
40.6862075,-75.4968501
41.7725563,-80.1131125
29.29361,-82.19055999999999
40.6955572,-105.5943388
40.7453199,-74.05351259999999
40.3028533,-74.7337069
40.3028533,-74.7337069
45.4514124,-119.6243921
44.427963,-110.588455
46.27444240000001,-106.444746
46.27444240000001,-106.444746
46.27444240000001,-106.444746
46.27444240000001,-106.444746
39.3995008,-84.5613355
41.1408363,-73.2612615
39.737567,-104.9847179
39.737567,-104.9847179
39.8398269,-104.1930918
39.8398269,-104.1930918
39.8398269,-104.1930918
38.2544472,-104.6091409
38.2544472,-104.6091409
38.2544472,-104.6091409
40.0149856,-105.2705456
40.4771623,-107.1011931
40.4771623,-107.1011931
40.2989226,-103.7289167
39.8512139,-87.48020679999999
39.8512139,-87.48020679999999
38.2869276,-85.8895551
38.2869276,-85.8895551
38.2869276,-85.8895551
38.2869276,-85.8895551
39.286121,-87.53731499999999
39.286121,-87.53731499999999
39.286121,-87.53731499999999
39.286121,-87.53731499999999
39.286121,-87.53731499999999
38.3338249,-87.5791287
38.3338249,-87.5791287
38.3338249,-87.5791287
38.3338249,-87.5791287
38.3338249,-87.5791287
42.8678693,-71.49483219999999
42.8678693,-71.49483219999999
42.9931261,-71.0497768
42.9931261,-71.0497768
36.3882439,-108.2377519
36.3882439,-108.2377519
36.3882439,-108.2377519
36.3882439,-108.2377519
34.0688089,-99.2785583
36.3898068,-95.6457951
36.3898068,-95.6457951
41.2089559,-86.11493580000001
41.2089559,-86.11493580000001
41.02623029999999,-76.6874701
41.02623029999999,-76.6874701
41.02623029999999,-76.6874701
39.9625984,-76.727745
39.9625984,-76.727745
39.9625984,-76.727745
40.6214551,-79.15253489999999
40.6214551,-79.15253489999999
40.8790518,-79.4703885
40.8790518,-79.4703885
39.831882,-84.981754
39.831882,-84.981754
35.4937274,-118.8596804
35.4937274,-118.8596804
43.995179,-92.38136209999999
43.995179,-92.38136209999999
43.995179,-92.38136209999999
43.995179,-92.38136209999999
45.3496574,-107.2715769
42.2625932,-71.8022934
42.2625932,-71.8022934
35.6647545,-111.4752851
35.6647545,-111.4752851
35.6647545,-111.4752851
31.6906629,-109.1323499
31.6906629,-109.1323499
29.4200763,-98.5721016
29.4200763,-98.5721016
29.4200763,-98.5721016
29.4200763,-98.5721016
29.26483409999999,-98.7348026
40.6873058,-76.17837390000001
40.7566723,-82.5185837
40.7566723,-82.5185837
40.7566723,-82.5185837
40.7566723,-82.5185837
41.5931459,-118.5500954
41.5931459,-118.5500954
37.0394443,-89.62516459999999
40.6862075,-75.4968501
40.6862075,-75.4968501
40.3451566,-75.9927652
40.3451566,-75.9927652
40.3451566,-75.9927652
41.0272796,-78.4391876
41.0272796,-78.4391876
41.0272796,-78.4391876
41.0272796,-78.4391876
32.8242297,-80.7214417
32.8242297,-80.7214417
32.8242297,-80.7214417
33.9815369,-81.2362107
33.9815369,-81.2362107
33.5604168,-81.7195533
34.6778757,-83.0254288
34.6778757,-83.0254288
33.4918203,-80.8556476
32.7764749,-79.93105120000001
33.1260618,-80.0087746
33.1260618,-80.0087746
33.1260618,-80.0087746
33.1260618,-80.0087746
33.9196567,-78.9288242
33.9196567,-78.9288242
33.1260618,-80.0087746
33.1260618,-80.0087746
33.376834,-79.2944964
33.376834,-79.2944964
33.376834,-79.2944964
33.376834,-79.2944964
33.1260618,-80.0087746
34.9173149,-89.31785049999999
34.9173149,-89.31785049999999
44.7891264,-95.2116731
39.5640791,-119.4815666
39.5640791,-119.4815666
32.433014,-82.99316069999999
38.9856018,-89.7639829
38.9856018,-89.7639829
38.9856018,-89.7639829
38.9856018,-89.7639829
38.0736703,-87.2618328
38.0736703,-87.2618328
38.0020359,-87.89424509999999
38.0020359,-87.89424509999999
34.5645371,-92.586828
33.2493126,-94.976654
33.2493126,-94.976654
33.2493126,-94.976654
32.5539228,-94.315422
35.404373,-101.9804613
35.404373,-101.9804613
35.404373,-101.9804613
34.1486153,-102.3463875
34.1486153,-102.3463875
39.7337353,-89.62516459999999
39.7337353,-89.62516459999999
39.7337353,-89.62516459999999
39.7337353,-89.62516459999999
37.3311215,-93.5003454
37.3311215,-93.5003454
37.3311215,-93.5003454
37.3311215,-93.5003454
37.3311215,-93.5003454
37.3311215,-93.5003454
37.3311215,-93.5003454
44.1321852,-91.5520942
44.1321852,-91.5520942
43.2505472,-89.5015088
41.4897279,-87.30161319999999
41.4897279,-87.30161319999999
41.4897279,-87.30161319999999
41.4897279,-87.30161319999999
34.1954331,-79.7625625
38.0625252,-100.8903099
44.2444473,-86.324253
27.9903597,-82.3017728
27.9903597,-82.3017728
27.9903597,-82.3017728
27.9903597,-82.3017728
27.8617347,-81.6911559
27.8617347,-81.6911559
34.7117567,-87.89424509999999
34.7117567,-87.89424509999999
34.7117567,-87.89424509999999
34.7117567,-87.89424509999999
34.7117567,-87.89424509999999
31.5090521,-87.8944435
31.5090521,-87.8944435
31.5090521,-87.8944435
31.5090521,-87.8944435
31.5090521,-87.8944435
31.5090521,-87.8944435
31.5090521,-87.8944435
31.5090521,-87.8944435
37.17725009999999,-87.14228949999999
37.17725009999999,-87.14228949999999
37.17725009999999,-87.14228949999999
37.03306070000001,-88.7108964
37.03306070000001,-88.7108964
37.03306070000001,-88.7108964
37.03306070000001,-88.7108964
37.03306070000001,-88.7108964
37.03306070000001,-88.7108964
37.03306070000001,-88.7108964
37.03306070000001,-88.7108964
37.03306070000001,-88.7108964
37.03306070000001,-88.7108964
35.1268552,-89.9253233
35.1268552,-89.9253233
35.1268552,-89.9253233
36.0809574,-84.2278796
36.3206104,-87.8414143
36.3206104,-87.8414143
36.4718084,-86.49965460000001
36.4718084,-86.49965460000001
36.4718084,-86.49965460000001
36.4718084,-86.49965460000001
36.4445545,-82.95015579999999
36.4445545,-82.95015579999999
36.4445545,-82.95015579999999
36.4445545,-82.95015579999999
36.0245773,-87.7369607
36.0245773,-87.7369607
36.0245773,-87.7369607
36.0245773,-87.7369607
36.0245773,-87.7369607
36.0245773,-87.7369607
36.0245773,-87.7369607
36.0245773,-87.7369607
36.0245773,-87.7369607
36.0245773,-87.7369607
35.836117,-84.56414699999999
35.836117,-84.56414699999999
35.836117,-84.56414699999999
35.836117,-84.56414699999999
35.836117,-84.56414699999999
35.836117,-84.56414699999999
35.836117,-84.56414699999999
35.836117,-84.56414699999999
35.836117,-84.56414699999999
30.4829853,-95.9832577
46.6195461,-122.4554639
46.6195461,-122.4554639
40.785049,-90.081779
40.785049,-90.081779
40.785049,-90.081779
39.3775,-105.800556
39.3775,-105.800556
39.3775,-105.800556
39.3775,-105.800556
42.9602153,-76.2389034
42.9602153,-76.2389034
38.0666735,-103.222708
31.4324041,-93.8457416
39.0116954,-92.7532411
39.0116954,-92.7532411
39.0116954,-92.7532411
39.0116954,-92.7532411
38.6270025,-90.19940419999999
38.6270025,-90.19940419999999
38.6270025,-90.19940419999999
